type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r
DATA,126804,-0.615,0.820,16.628,5.024,1.598,1.056,1.524
DATA,126824,-0.413,0.820,21.750,4.314,1.478,1.678,1.280
DATA,126844,-0.078,0.820,24.677,3.143,1.246,1.230,1.474
DATA,126864,0.112,0.820,10.165,2.479,1.073,1.266,1.150
DATA,126884,0.058,0.820,14.128,2.667,0.957,0.711,0.900
DATA,126904,0.102,0.820,12.482,2.513,0.820,0.396,1.034
DATA,126924,-0.032,0.820,16.628,2.982,0.726,1.019,0.525
DATA,126944,0.366,0.820,9.982,1.591,0.550,0.799,0.299
DATA,126964,0.505,0.820,7.726,1.102,0.405,0.374,0.210
DATA,126984,0.621,0.820,2.848,0.698,0.294,0.259,0.161
DATA,127004,0.642,0.820,2.726,0.623,0.210,0.259,0.131
DATA,127024,0.720,0.820,5.043,0.350,0.083,0.259,0.110
DATA,127044,0.835,0.820,6.811,-0.054,-0.084,0.220,0.095
DATA,127064,0.956,0.820,9.006,-0.476,-0.297,0.000,0.084
DATA,127084,1.111,0.820,11.141,-1.017,-0.559,0.000,0.075
DATA,127104,1.349,0.820,14.616,-1.850,-0.897,0.000,0.068
DATA,127124,1.645,0.820,14.250,-2.889,-1.301,0.000,0.000
DATA,127144,1.859,0.820,2.543,-3.636,-1.654,-1.100,-0.692
DATA,127164,1.714,0.820,3.397,-3.128,-1.871,-1.227,-0.851
DATA,127184,1.815,0.820,-6.237,-3.482,-2.085,-1.290,-0.752
DATA,127204,1.847,0.820,-18.311,-3.596,-2.147,-1.363,-1.658
DATA,127224,1.389,0.820,-19.591,-1.991,-2.027,-1.736,-1.730
DATA,127244,1.046,0.820,-29.652,-0.790,-1.848,-1.908,-1.368
DATA,127264,0.613,0.820,-22.762,0.723,-1.601,-1.701,-1.853
DATA,127284,0.287,0.820,-18.067,1.867,-1.301,-1.492,-1.132
DATA,127304,0.285,0.820,-12.823,1.873,-1.129,-1.050,-1.422
DATA,127324,-0.019,0.820,-14.652,2.937,-0.833,-1.190,-0.807
DATA,127344,-0.111,0.820,0.531,3.259,-0.777,-0.518,-1.157
DATA,127364,0.081,0.820,-0.872,2.588,-0.715,-0.297,-0.621
DATA,127384,0.301,0.820,-0.506,1.815,-0.695,-0.249,-0.375
DATA,127404,0.075,0.820,-28.737,2.607,-0.443,-1.589,-0.375
DATA,127424,-0.339,0.820,-12.945,4.057,-0.105,-1.175,-0.310
DATA,127444,-0.350,0.820,-5.323,4.095,0.087,-0.439,-0.215
DATA,127464,-0.399,0.820,-11.176,4.266,0.300,-0.270,-0.165
DATA,127484,-0.608,0.820,-16.847,4.998,0.628,-0.195,0.000
DATA,127504,-0.928,0.820,-21.542,6.117,1.057,-0.152,0.000
DATA,127524,-1.446,0.820,-24.896,7.933,1.607,0.948,0.357
DATA,127544,-1.743,0.820,-18.494,8.970,2.198,1.094,1.040
DATA,127564,-2.039,0.820,13.092,10.006,2.525,2.060,1.420
DATA,127584,-1.429,0.820,19.311,7.872,2.494,2.365,1.725
DATA,127604,-1.048,0.820,17.787,6.538,2.460,2.032,1.912
DATA,127624,-0.960,0.820,18.031,6.231,2.435,1.920,2.124
DATA,127644,-0.730,0.820,25.348,5.425,2.313,2.103,2.108
DATA,127664,-0.423,0.820,15.592,4.349,2.114,2.307,2.014
DATA,127684,-0.072,0.820,19.250,3.122,1.922,1.998,1.759
DATA,127704,0.207,0.820,21.080,2.145,1.711,1.938,2.030
DATA,127724,0.630,0.820,13.031,0.665,1.476,1.769,1.865
DATA,127744,0.655,0.820,3.397,0.577,1.321,1.649,1.534
DATA,127764,0.524,0.820,-5.689,1.036,1.331,1.084,1.573
DATA,127784,0.381,0.820,4.433,1.537,1.296,1.397,1.181
DATA,127804,0.156,0.820,-9.713,2.323,1.352,1.060,1.607
DATA,127824,0.062,0.820,14.982,2.652,1.277,1.661,1.101
DATA,127844,0.217,0.820,2.055,2.110,1.182,1.286,1.702
DATA,127864,0.229,0.820,4.067,2.069,1.194,1.301,0.964
DATA,127884,0.255,0.820,-1.664,1.979,1.183,0.985,1.150
DATA,127904,0.289,0.820,11.872,1.859,1.090,1.328,0.901
DATA,127924,0.483,0.820,1.506,1.181,0.965,0.881,0.855
DATA,127944,0.643,0.820,-7.274,0.620,0.978,0.536,1.613
DATA,127964,0.560,0.820,-3.189,0.910,0.932,1.583,0.579
DATA,127984,0.249,0.820,-16.420,1.998,1.072,0.653,0.419
DATA,128004,0.249,0.820,14.433,1.998,1.051,1.113,1.338
DATA,128024,0.353,0.820,0.531,1.633,0.943,1.608,0.835
DATA,128044,0.285,0.820,14.555,1.871,0.812,0.497,1.076
DATA,128064,0.171,0.820,0.531,2.270,0.787,0.400,0.969
DATA,128084,0.108,0.820,-4.042,2.491,0.845,1.416,0.424
DATA,128104,0.057,0.820,-5.018,2.669,0.937,0.477,0.263
DATA,128124,-0.005,0.820,-1.115,2.886,1.007,0.348,0.192
DATA,128144,-0.087,0.820,11.506,3.173,0.988,1.763,0.192
DATA,128164,0.508,0.820,39.677,1.091,0.552,0.812,1.765
DATA,128184,0.962,0.820,1.202,-0.496,0.141,0.723,1.060
DATA,128204,0.952,0.820,2.116,-0.462,0.000,0.000,0.493
DATA,128224,0.915,0.820,2.970,-0.333,-0.127,0.000,0.456
DATA,128244,0.942,0.820,5.653,-0.428,-0.291,0.000,0.371
DATA,128264,1.050,0.820,9.738,-0.805,-0.520,0.000,0.243
DATA,128284,1.256,0.820,13.275,-1.525,-0.826,0.000,0.180
DATA,128304,1.590,0.820,13.580,-2.695,-1.200,0.000,0.000
DATA,128324,1.865,0.820,6.141,-3.657,-1.566,-0.106,-0.575
DATA,128344,1.798,0.820,-4.164,-3.422,-1.793,-1.235,-1.001
DATA,128364,1.742,0.820,-11.420,-3.226,-1.975,-0.996,-1.458
DATA,128384,1.559,0.820,-17.274,-2.586,-1.949,-1.714,-1.644
DATA,128404,1.353,0.820,-23.676,-1.866,-1.848,-1.567,-1.421
DATA,128424,1.132,0.820,-12.945,-1.092,-1.750,-1.459,-1.871
DATA,128444,0.902,0.820,-20.140,-0.286,-1.605,-1.613,-1.452
DATA,128464,0.740,0.820,-16.055,0.279,-1.485,-1.353,-1.369
DATA,128484,0.528,0.820,-24.103,1.022,-1.302,-1.605,-1.270
DATA,128504,0.392,0.820,-15.933,1.498,-1.091,-1.088,-1.337
DATA,128524,0.214,0.820,-14.591,2.120,-0.891,-1.055,-0.962
DATA,128544,0.083,0.820,-6.542,2.580,-0.746,-0.821,-0.866
DATA,128564,0.035,0.820,-11.542,2.748,-0.610,-0.535,-0.584
DATA,128584,-0.114,0.820,-8.615,3.269,-0.432,-0.821,-0.318
DATA,128604,-0.121,0.820,3.458,3.293,-0.357,-0.727,-0.219
DATA,128624,0.002,0.820,2.421,2.864,-0.358,-0.370,-0.167
DATA,128644,0.037,0.820,-1.115,2.740,-0.325,-0.243,-0.135
DATA,128664,0.003,0.820,-3.128,2.861,-0.256,-0.180,-0.113
DATA,128684,-0.109,0.820,-10.384,3.253,-0.119,-0.143,-0.097
DATA,128704,-0.291,0.820,-8.615,3.887,0.083,-0.119,-0.085
DATA,128724,-0.425,0.820,-8.006,4.357,0.279,-0.102,-0.076
DATA,128744,-0.583,0.820,-10.689,4.912,0.524,-0.089,-0.069
DATA,128764,-0.809,0.820,-13.798,5.703,0.851,-0.079,-0.062
DATA,128784,-1.145,0.820,-16.542,6.878,1.259,-0.071,-0.057
DATA,128804,-1.610,0.820,-15.262,8.506,1.732,1.254,0.000
DATA,128824,-1.512,0.820,-11.908,8.163,2.165,0.954,1.436
DATA,128844,-1.353,0.820,16.019,7.604,2.334,1.979,1.075
DATA,128864,-1.013,0.820,24.494,6.414,2.252,2.030,1.591
DATA,128884,-0.777,0.820,20.470,5.590,2.171,1.636,1.903
DATA,128904,-0.426,0.820,18.641,4.362,1.970,2.118,1.925
DATA,128924,-0.161,0.820,24.189,3.433,1.774,1.829,1.717
DATA,128944,-0.125,0.820,20.470,3.309,1.597,1.546,1.745
DATA,128964,0.249,0.820,11.506,1.999,1.381,1.402,1.373
DATA,128984,0.352,0.820,20.775,1.638,1.129,1.508,1.416
DATA,129004,0.544,0.820,3.275,0.966,0.905,0.924,0.914
DATA,129024,0.140,0.820,1.445,2.379,0.936,0.753,0.876
DATA,129044,0.031,0.820,14.799,2.762,0.839,1.307,1.196
DATA,129064,0.216,0.820,9.921,2.114,0.697,1.057,0.898
DATA,129084,0.049,0.820,-0.872,2.697,0.682,0.419,0.423
DATA,129104,-0.117,0.820,4.494,3.280,0.706,0.263,0.264
DATA,129124,-0.118,0.820,13.031,3.283,0.637,0.216,0.192
DATA,129144,0.253,0.820,19.128,1.985,0.430,1.345,0.150
DATA,129164,0.633,0.820,25.104,0.654,0.089,0.497,0.124
DATA,129184,1.156,0.820,31.689,-1.177,-0.410,0.290,0.105
DATA,129204,1.870,0.820,37.970,-3.675,-1.093,0.206,0.092
DATA,129224,2.558,0.820,21.019,-6.081,-1.855,0.000,0.000
DATA,129244,3.064,0.820,17.970,-7.854,-2.491,-1.465,-0.716
DATA,129264,3.212,0.820,5.775,-8.372,-3.115,-1.738,-1.406
DATA,129284,3.422,0.820,-20.506,-9.105,-3.495,-2.674,-2.372
DATA,129304,2.983,0.820,-33.067,-7.571,-3.581,-3.025,-2.923
DATA,129324,2.518,0.820,-38.006,-5.944,-3.510,-3.142,-2.977
DATA,129344,1.799,0.820,-33.372,-3.425,-3.299,-3.080,-2.957
DATA,129364,1.394,0.820,-34.896,-2.007,-3.037,-3.224,-2.896
DATA,129384,0.828,0.820,-27.518,-0.029,-2.752,-3.017,-2.660
DATA,129404,0.319,0.820,-21.908,1.755,-2.446,-2.838,-2.552
DATA,129424,0.043,0.820,-19.042,2.721,-2.135,-2.487,-2.180
DATA,129444,-0.312,0.820,-16.786,3.963,-1.848,-2.206,-2.127
DATA,129464,-0.378,0.820,-1.664,4.193,-1.627,-1.800,-1.934
DATA,129484,-0.331,0.820,-4.408,4.028,-1.433,-1.694,-1.588
DATA,129504,-0.367,0.820,-4.225,4.154,-1.334,-1.634,-1.387
DATA,129524,-0.350,0.820,8.763,4.096,-1.257,-1.200,-1.556
DATA,129544,-0.286,0.820,2.848,3.871,-1.214,-1.512,-1.207
DATA,129564,0.125,0.820,11.994,2.433,-1.286,-1.155,-1.407
DATA,129584,0.110,0.820,-7.884,2.484,-1.257,-1.436,-0.954
DATA,129604,0.139,0.820,7.421,2.385,-1.227,-1.247,-1.628
DATA,129624,0.207,0.820,1.445,2.144,-1.228,-1.296,-1.065
DATA,129644,0.287,0.820,1.506,1.864,-1.268,-1.122,-1.474
DATA,129664,0.241,0.820,-18.981,2.025,-1.085,-1.360,-1.288
DATA,129684,0.073,0.820,5.775,2.613,-1.000,-0.889,-1.348
DATA,129704,0.267,0.820,-9.103,1.934,-1.044,-0.805,-0.910
DATA,129724,0.168,0.820,2.116,2.283,-0.972,-1.385,-0.510
DATA,129744,0.590,0.820,11.567,0.804,-1.148,-0.476,-0.324
DATA,129764,0.680,0.820,-30.506,0.489,-1.045,-0.885,-1.918
DATA,129784,-0.446,0.820,-36.725,4.431,-0.438,-1.210,-1.187
DATA,129804,-0.824,0.820,-7.762,5.754,-0.046,-0.637,-0.590
DATA,129824,-0.705,0.820,3.153,5.338,0.094,0.000,-0.320
DATA,129844,-0.699,0.820,-1.481,5.315,0.242,0.000,-0.220
DATA,129864,-0.785,0.820,-4.042,5.618,0.437,0.000,-0.167
DATA,129884,-0.867,0.820,-6.969,5.904,0.683,0.000,-0.135
DATA,129904,-1.046,0.820,-10.323,6.530,0.993,0.000,-0.113
DATA,129924,-1.184,0.820,-13.128,7.013,1.370,0.000,0.000
DATA,129944,-1.643,0.820,1.994,8.621,1.755,1.385,0.998
DATA,129964,-1.411,0.820,18.641,7.808,1.777,1.348,1.410
DATA,129984,-1.128,0.820,9.250,6.819,1.815,1.269,1.210
DATA,130004,-0.755,0.820,24.921,5.512,1.706,1.608,1.881
DATA,130024,-0.589,0.820,27.055,4.930,1.548,1.412,1.725
DATA,130044,-0.125,0.820,18.092,3.307,1.317,1.610,1.508
DATA,130064,0.055,0.820,17.604,2.678,1.151,1.064,1.343
DATA,130084,0.189,0.820,7.787,2.208,1.015,0.677,0.931
DATA,130104,0.012,0.820,-0.506,2.827,1.033,1.386,0.728
DATA,130124,0.044,0.820,11.506,2.717,0.958,0.732,1.235
DATA,130144,0.225,0.820,2.116,2.082,0.855,0.494,0.923
DATA,130164,-0.025,0.820,10.714,2.957,0.869,0.290,0.663
DATA,130184,0.253,0.820,41.506,1.983,0.551,1.593,1.252
DATA,130204,1.141,0.820,27.665,-1.123,-0.018,0.686,0.653
DATA,130224,1.756,0.820,-0.262,-3.275,-0.412,0.346,0.000
DATA,130244,1.706,0.820,7.543,-3.101,-0.698,0.232,0.000
DATA,130264,1.731,0.820,7.848,-3.190,-1.031,0.174,0.000
DATA,130284,1.733,0.820,-0.262,-3.194,-1.301,0.000,0.000
DATA,130304,1.451,0.820,7.970,-2.207,-1.542,-0.761,-0.171
DATA,130324,1.838,0.820,4.250,-3.564,-1.905,-0.592,-1.031
DATA,130344,1.958,0.820,-26.116,-3.984,-2.029,-2.140,-0.800
DATA,130364,1.221,0.820,-28.737,-1.404,-1.786,-1.880,-1.461
DATA,130384,0.825,0.820,-22.762,-0.017,-1.557,-1.573,-1.746
DATA,130404,0.486,0.820,-23.311,1.170,-1.314,-1.513,-1.006
DATA,130424,0.469,0.820,-15.262,1.229,-1.129,-1.044,-1.289
DATA,130444,0.301,0.820,-24.042,1.818,-0.904,-0.946,-0.777
DATA,130464,0.105,0.820,-8.798,2.504,-0.665,-1.029,-0.930
DATA,130484,0.097,0.820,-3.250,2.530,-0.553,-0.545,-0.830
DATA,130504,0.196,0.820,-3.250,2.184,-0.506,-0.306,-0.380
DATA,130524,0.186,0.820,-2.945,2.219,-0.460,-0.213,-0.256
DATA,130544,0.136,0.820,-8.372,2.395,-0.361,-0.163,-0.256
DATA,130564,0.028,0.820,-5.750,2.772,-0.250,-0.132,-0.256
DATA,130584,-0.110,0.820,-9.347,3.256,-0.090,-0.111,-0.225
DATA,130604,-0.316,0.820,-11.908,3.976,0.134,-0.096,-0.170
DATA,130624,-0.573,0.820,-14.042,4.874,0.426,-0.084,-0.137
DATA,130644,-0.887,0.820,-16.725,5.974,0.790,-0.075,0.000
DATA,130664,-1.252,0.820,-19.225,7.253,1.247,-0.068,0.000
DATA,130684,-1.647,0.820,-21.116,8.635,1.796,0.000,0.364
DATA,130704,-2.045,0.820,-4.774,10.028,2.313,1.501,1.103
DATA,130724,-1.936,0.820,18.519,9.645,2.536,1.603,1.634
DATA,130744,-1.372,0.820,27.787,7.671,2.436,2.100,2.050
DATA,130764,-0.948,0.820,21.080,6.187,2.279,1.881,1.862
DATA,130784,-0.537,0.820,25.287,4.749,2.097,1.789,1.981
DATA,130804,-0.435,0.820,26.933,4.394,1.913,1.857,1.959
DATA,130824,-0.007,0.820,21.506,2.895,1.631,1.604,1.668
DATA,130844,0.278,0.820,21.263,1.895,1.367,1.562,1.559
DATA,130864,0.302,0.820,11.994,1.814,1.200,1.415,1.176
DATA,130884,0.847,0.820,22.970,-0.095,0.806,1.277,1.566
DATA,130904,1.103,0.820,3.031,-0.991,0.549,0.468,0.792
DATA,130924,0.997,0.820,-1.481,-0.620,0.469,0.468,0.768
DATA,130944,0.946,0.820,-10.506,-0.442,0.438,0.344,0.474
DATA,130964,0.710,0.820,-10.262,0.386,0.520,0.231,0.474
DATA,130984,0.598,0.820,-14.042,0.776,0.616,0.174,0.341
DATA,131004,0.062,0.820,-14.896,2.654,0.811,1.586,0.229
DATA,131024,0.336,0.820,13.641,1.695,0.644,1.167,0.195
DATA,131044,0.632,0.820,-0.323,0.659,0.478,0.461,0.506
DATA,131064,0.820,0.820,0.470,0.002,0.393,0.352,1.247
DATA,131084,0.784,0.820,-9.225,0.124,0.370,1.112,0.655
DATA,131104,0.565,0.820,-20.445,0.894,0.516,0.600,0.480
DATA,131124,0.113,0.820,-18.372,2.475,0.773,0.324,0.285
DATA,131144,-0.259,0.820,-8.494,3.777,1.015,0.242,0.230
DATA,131164,-0.040,0.820,24.616,3.012,0.858,1.369,1.605
DATA,131184,0.307,0.820,4.128,1.797,0.675,0.864,0.931
DATA,131204,0.088,0.820,-16.359,2.561,0.818,0.522,0.399
DATA,131224,-0.307,0.820,-10.262,3.943,1.070,0.298,0.286
DATA,131244,-0.371,0.820,29.189,4.168,1.047,1.115,1.656
DATA,131264,0.601,0.820,39.860,0.765,0.502,1.416,0.897
DATA,131284,1.184,0.820,9.006,-1.274,0.108,0.606,0.748
DATA,131304,1.035,0.820,-10.384,-0.752,0.021,0.325,0.668
DATA,131324,0.736,0.820,-11.420,0.294,0.092,0.222,0.342
DATA,131344,0.501,0.820,-11.115,1.117,0.190,0.168,0.230
DATA,131364,0.276,0.820,-10.567,1.902,0.319,0.136,0.173
DATA,131384,0.025,0.820,-9.774,2.783,0.474,0.114,0.139
DATA,131404,-0.158,0.820,-8.615,3.422,0.647,0.112,0.124
DATA,131424,-0.344,0.820,13.214,4.074,0.736,1.257,0.124
DATA,131444,0.165,0.820,10.043,2.294,0.561,0.569,0.365
