type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r
DATA,111744,1.650,0.820,-23.326,-3.322,0.553,0.511,0.832
DATA,111764,0.922,0.820,-16.924,-0.406,0.603,0.320,0.380
DATA,111784,0.490,0.820,-2.229,1.321,0.622,0.741,0.247
DATA,111804,0.546,0.820,2.039,1.095,0.546,1.020,0.182
DATA,111824,0.379,0.820,-8.631,1.763,0.554,0.461,0.145
DATA,111844,0.139,0.820,4.417,2.723,0.574,0.461,0.135
DATA,111864,0.107,0.820,25.515,2.853,0.487,0.324,1.338
DATA,111884,1.459,0.820,46.552,-2.558,0.082,1.024,0.726
DATA,111904,1.671,0.820,11.613,-3.403,-0.306,0.582,0.358
DATA,111924,1.837,0.820,14.174,-4.067,-0.631,0.317,0.236
DATA,111944,2.152,0.820,19.783,-5.327,-1.029,0.218,0.177
DATA,111964,2.623,0.820,14.539,-7.214,-1.484,-1.316,0.000
DATA,111984,2.652,0.820,3.137,-7.328,-1.907,-1.193,-1.202
DATA,112004,2.763,0.820,8.991,-7.772,-2.325,-1.058,-0.921
DATA,112024,2.744,0.820,-22.778,-7.697,-2.598,-2.245,-1.987
DATA,112044,2.585,0.820,-19.180,-7.062,-2.797,-2.350,-2.097
DATA,112064,2.329,0.820,-20.644,-6.034,-2.936,-2.601,-2.248
DATA,112084,1.884,0.820,-26.619,-4.258,-2.987,-2.793,-2.591
DATA,112104,1.302,0.820,-30.217,-1.927,-2.924,-2.921,-2.843
DATA,112124,0.559,0.820,-29.058,1.042,-2.737,-2.865,-2.839
DATA,112144,-0.061,0.820,-22.351,3.523,-2.530,-2.679,-2.744
DATA,112164,-0.454,0.820,-12.412,5.097,-2.299,-2.570,-2.649
DATA,112184,-0.460,0.820,-4.241,5.120,-2.119,-2.291,-2.309
DATA,112204,-0.194,0.820,5.027,4.056,-2.047,-2.157,-2.262
DATA,112224,0.154,0.820,-2.473,2.662,-2.026,-1.925,-2.136
DATA,112244,0.275,0.820,-12.534,2.181,-1.972,-2.145,-2.055
DATA,112264,0.289,0.820,-2.290,2.124,-1.943,-2.198,-1.768
DATA,112284,0.283,0.820,-3.814,2.146,-1.936,-1.980,-2.187
DATA,112304,0.244,0.820,-0.461,2.306,-1.897,-1.825,-1.941
DATA,112324,0.313,0.820,-4.241,2.029,-1.867,-1.916,-1.513
DATA,112344,0.414,0.820,-17.595,1.624,-1.800,-2.016,-1.735
DATA,112364,0.438,0.820,-20.644,1.527,-1.701,-1.886,-1.700
DATA,112384,0.196,0.820,-21.802,2.496,-1.513,-1.521,-1.622
DATA,112404,-0.128,0.820,-22.351,3.792,-1.315,-1.731,-1.675
DATA,112424,-0.284,0.820,-10.156,4.414,-1.144,-1.091,-1.412
DATA,112444,-0.587,0.820,-36.131,5.627,-0.844,-1.303,-1.251
DATA,112464,-1.233,0.820,-19.851,8.214,-0.461,-0.936,-0.596
DATA,112484,-1.519,0.820,-6.131,9.355,-0.148,-0.430,-0.321
DATA,112504,-1.548,0.820,-3.997,9.474,0.122,-0.266,-0.220
DATA,112524,-1.724,0.820,-8.448,10.174,0.441,-0.193,-0.167
DATA,112544,-1.873,0.820,-10.826,10.774,0.792,-0.151,-0.135
DATA,112564,-2.176,0.820,-16.741,11.983,1.230,0.000,0.000
DATA,112584,-2.553,0.820,-6.924,13.492,1.689,1.258,0.539
DATA,112604,-2.395,0.820,-2.290,12.861,2.053,0.859,1.162
DATA,112624,-2.175,0.820,11.552,11.978,2.336,1.618,1.714
DATA,112644,-1.950,0.820,10.698,11.082,2.555,1.897,1.632
DATA,112664,-1.389,0.820,23.991,8.837,2.617,2.328,2.070
DATA,112684,-1.021,0.820,18.869,7.365,2.597,2.275,2.326
DATA,112704,-1.090,0.820,9.235,7.639,2.688,2.162,2.363
DATA,112724,-1.309,0.820,8.869,8.515,2.856,2.444,2.350
DATA,112744,-1.423,0.820,21.613,8.973,3.002,2.670,2.742
DATA,112764,-0.896,0.820,25.088,6.865,2.963,2.775,2.931
DATA,112784,-0.518,0.820,27.405,5.354,2.887,2.897,2.765
DATA,112804,-0.181,0.820,24.966,4.004,2.747,2.773,2.688
DATA,112824,-0.172,0.820,25.576,3.966,2.604,2.612,2.553
DATA,112844,0.118,0.820,29.296,2.806,2.408,2.651,2.269
DATA,112864,0.385,0.820,33.991,1.739,2.173,2.510,2.214
DATA,112884,0.785,0.820,25.515,0.141,1.874,1.930,2.362
DATA,112904,1.267,0.820,28.381,-1.786,1.533,1.969,1.986
DATA,112924,1.787,0.820,27.161,-3.867,1.130,1.425,1.408
DATA,112944,2.346,0.820,21.430,-6.103,0.653,0.872,1.333
DATA,112964,2.554,0.820,-7.961,-6.936,0.266,0.708,0.553
DATA,112984,2.150,0.820,-14.180,-5.319,0.098,0.583,0.309
DATA,113004,1.777,0.820,-12.534,-3.829,-0.025,0.318,0.214
DATA,113024,1.501,0.820,-9.485,-2.724,-0.132,0.219,0.164
DATA,113044,1.311,0.820,-7.229,-1.966,-0.229,0.167,0.133
DATA,113064,1.171,0.820,-4.851,-1.403,-0.324,0.135,0.112
DATA,113084,1.106,0.820,-1.192,-1.143,-0.435,0.113,0.096
DATA,113104,1.133,0.820,1.735,-1.250,-0.572,0.097,0.085
DATA,113124,1.214,0.820,2.832,-1.577,-0.733,0.085,0.076
DATA,113144,1.328,0.820,-1.314,-2.034,-0.892,0.000,0.000
DATA,113164,1.161,0.820,-11.558,-1.365,-0.991,-1.101,-0.665
DATA,113184,0.986,0.820,1.125,-0.664,-1.066,-0.588,-0.484
DATA,113204,1.259,0.820,-4.546,-1.756,-1.231,-0.454,-0.286
DATA,113224,1.194,0.820,-5.278,-1.496,-1.327,-1.172,-0.264
DATA,113244,1.073,0.820,-10.400,-1.013,-1.381,-1.198,-0.264
DATA,113264,0.751,0.820,-29.668,0.274,-1.311,-0.956,-1.976
DATA,113284,0.317,0.820,-36.558,2.014,-1.121,-1.602,-1.412
DATA,113304,-0.321,0.820,-26.802,4.563,-0.844,-0.817,-1.353
DATA,113324,-0.699,0.820,-0.765,6.074,-0.654,-0.493,-0.874
DATA,113344,-0.529,0.820,-0.948,5.395,-0.579,-0.726,-1.043
DATA,113364,-0.716,0.820,-6.558,6.145,-0.448,-0.738,-0.623
DATA,113384,-1.001,0.820,13.320,7.282,-0.330,-0.358,-0.329
DATA,113404,-0.607,0.820,21.491,5.708,-0.371,-0.237,-0.270
DATA,113424,-0.198,0.820,25.942,4.072,-0.495,-0.191,-0.270
DATA,113444,0.293,0.820,21.247,2.107,-0.671,-0.191,-0.342
DATA,113464,0.392,0.820,11.369,1.710,-0.801,-1.135,-1.550
DATA,113484,0.677,0.820,37.161,0.573,-1.060,-1.026,-0.809
DATA,113504,1.627,0.820,38.381,-3.226,-1.539,-0.416,-0.470
DATA,113524,2.245,0.820,-9.973,-5.700,-1.902,-2.179,-2.006
DATA,113544,2.213,0.820,6.308,-5.572,-2.140,-1.917,-2.010
DATA,113564,2.335,0.820,-5.522,-6.061,-2.414,-2.114,-1.750
DATA,113584,2.014,0.820,-16.070,-4.775,-2.600,-2.323,-2.236
DATA,113604,1.725,0.820,-21.802,-3.620,-2.702,-2.647,-2.569
DATA,113624,1.329,0.820,-21.924,-2.038,-2.734,-2.571,-2.501
DATA,113644,1.152,0.820,-22.229,-1.326,-2.731,-2.596,-2.565
DATA,113664,1.062,0.820,-23.266,-0.967,-2.698,-2.735,-2.337
DATA,113684,0.838,0.820,-24.912,-0.071,-2.612,-2.638,-2.224
DATA,113704,0.519,0.820,-28.326,1.205,-2.469,-2.412,-2.390
DATA,113724,0.019,0.820,-32.046,3.204,-2.211,-2.435,-2.631
DATA,113744,-0.518,0.820,-28.753,5.353,-1.901,-2.089,-2.241
DATA,113764,-0.984,0.820,-30.644,7.214,-1.545,-1.982,-2.120
DATA,113784,-1.529,0.820,-24.485,9.398,-1.134,-1.483,-1.749
DATA,113804,-1.965,0.820,3.686,11.139,-0.711,-1.327,-1.057
DATA,113824,-1.317,0.820,30.027,8.550,-0.666,-0.521,-0.812
DATA,113844,-0.659,0.820,23.442,5.916,-0.732,-0.298,-0.953
DATA,113864,-0.289,0.820,-2.107,4.436,-0.727,-1.232,-0.718
DATA,113884,-0.292,0.820,9.113,4.449,-0.676,-1.013,-0.398
DATA,113904,0.108,0.820,9.600,2.849,-0.748,-0.494,-0.254
DATA,113924,0.291,0.820,2.832,2.115,-0.782,-0.599,-0.186
DATA,113944,0.189,0.820,-20.339,2.525,-0.688,-1.246,-0.153
DATA,113964,-0.455,0.820,-34.363,5.100,-0.379,-0.760,-1.506
DATA,113984,-0.836,0.820,-10.765,6.625,-0.091,-0.364,-0.555
DATA,114004,-0.844,0.820,-5.705,6.657,0.105,-0.240,-0.309
DATA,114024,-0.888,0.820,-9.058,6.834,0.313,-0.178,-0.215
DATA,114044,-1.099,0.820,-17.351,7.678,0.597,-0.142,-0.164
DATA,114064,-1.534,0.820,-22.473,9.415,0.982,0.000,-0.133
DATA,114084,-1.995,0.820,-18.326,11.262,1.418,0.773,0.000
DATA,114104,-2.476,0.820,-17.412,13.185,1.905,1.092,1.101
DATA,114124,-2.734,0.820,-1.009,14.217,2.342,1.660,0.879
DATA,114144,-2.619,0.820,15.759,13.756,2.648,1.831,1.843
DATA,114164,-2.388,0.820,27.588,12.833,2.838,2.021,2.263
DATA,114184,-2.039,0.820,32.466,11.434,2.920,2.479,2.442
DATA,114204,-1.313,0.820,34.783,8.531,2.871,2.715,2.665
DATA,114224,-0.605,0.820,36.491,5.700,2.687,2.416,2.788
DATA,114244,0.049,0.820,39.052,3.085,2.432,2.521,2.653
DATA,114264,0.916,0.820,44.539,-0.386,2.022,2.234,2.533
DATA,114284,1.573,0.820,15.637,-3.011,1.617,1.620,2.427
DATA,114304,1.288,0.820,-1.558,-1.872,1.430,1.620,1.438
DATA,114324,1.160,0.820,-1.375,-1.361,1.264,1.462,1.599
DATA,114344,0.746,0.820,-0.522,0.295,1.212,1.472,1.107
DATA,114364,0.656,0.820,-3.997,0.658,1.145,0.990,1.614
DATA,114384,0.487,0.820,0.515,1.332,1.135,1.290,0.758
DATA,114404,0.540,0.820,12.710,1.120,1.025,0.951,1.443
DATA,114424,0.766,0.820,9.113,0.215,0.851,0.676,1.131
DATA,114444,0.910,0.820,3.259,-0.359,0.714,1.402,0.450
DATA,114464,0.935,0.820,-3.509,-0.462,0.617,0.581,1.340
DATA,114484,1.024,0.820,-2.534,-0.815,0.510,0.332,0.863
DATA,114504,0.881,0.820,-5.948,-0.245,0.449,0.972,0.455
DATA,114524,0.682,0.820,-12.229,0.553,0.458,0.925,0.275
DATA,114544,0.449,0.820,-11.680,1.483,0.504,0.398,0.197
DATA,114564,0.235,0.820,-11.619,2.340,0.582,0.254,0.172
DATA,114584,0.037,0.820,7.100,3.132,0.624,0.221,0.543
DATA,114604,0.689,0.820,23.625,0.525,0.399,0.832,1.031
DATA,114624,1.072,0.820,11.308,-1.008,0.159,0.612,0.737
DATA,114644,1.148,0.820,0.881,-1.311,-0.011,0.413,0.000
DATA,114664,0.960,0.820,-3.205,-0.558,-0.105,0.260,0.000
DATA,114684,0.826,0.820,-0.705,-0.023,-0.182,0.189,0.000
DATA,114704,0.813,0.820,2.039,0.028,-0.273,0.149,0.000
DATA,114724,0.851,0.820,4.600,-0.123,-0.392,0.123,0.000
DATA,114744,0.947,0.820,6.735,-0.510,-0.539,0.105,0.000
DATA,114764,1.114,0.820,8.198,-1.176,-0.723,0.000,0.000
DATA,114784,1.339,0.820,5.820,-2.074,-0.929,-0.586,0.000
DATA,114804,1.336,0.820,-11.070,-2.065,-1.039,-1.078,-0.082
DATA,114824,1.235,0.820,-7.168,-1.662,-1.141,-0.802,-1.048
DATA,114844,1.149,0.820,-5.705,-1.314,-1.216,-0.697,-0.453
DATA,114864,1.198,0.820,-11.680,-1.513,-1.307,-1.320,-0.278
DATA,114884,0.919,0.820,-27.961,-0.396,-1.280,-1.071,-1.535
DATA,114904,0.426,0.820,-33.509,1.576,-1.109,-0.973,-0.974
DATA,114924,-0.345,0.820,-24.241,4.659,-0.820,-1.262,-0.714
DATA,114944,-0.523,0.820,3.259,5.371,-0.663,-0.559,-1.157
DATA,114964,-0.200,0.820,6.308,4.082,-0.662,-0.312,-0.525
DATA,114984,-0.004,0.820,0.149,3.295,-0.645,-0.258,-0.299
DATA,115004,-0.202,0.820,-16.619,4.086,-0.504,-1.329,-0.260
DATA,115024,-0.772,0.820,-29.180,6.369,-0.165,-0.610,-0.717
DATA,115044,-1.064,0.820,-9.302,7.536,0.150,-0.326,-0.354
DATA,115064,-1.046,0.820,6.552,7.466,0.312,-0.222,-0.235
DATA,115084,-0.954,0.820,4.966,7.098,0.439,-0.169,-0.176
DATA,115104,-0.850,0.820,3.503,6.680,0.556,-0.136,-0.141
DATA,115124,-0.784,0.820,5.881,6.418,0.663,-0.114,-0.117
DATA,115144,-0.595,0.820,18.808,5.661,0.677,0.000,-0.100
DATA,115164,-0.051,0.820,23.625,3.486,0.548,0.887,0.770
DATA,115184,0.297,0.820,14.905,2.091,0.406,0.414,0.699
DATA,115204,0.382,0.820,5.149,1.752,0.318,0.259,0.635
DATA,115224,0.398,0.820,5.393,1.689,0.255,0.190,0.368
DATA,115244,0.455,0.820,6.308,1.461,0.173,0.149,0.241
DATA,115264,0.539,0.820,7.466,1.125,0.072,0.123,0.179
DATA,115284,0.685,0.820,8.747,0.541,-0.057,0.104,0.143
DATA,115304,0.842,0.820,10.027,-0.090,-0.218,0.091,0.118
