type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,156584,-0.077,0.780,-2.762,3.000,-0.001,-0.176,-0.082,-0.0050,-0.000
DATA,156604,-0.151,0.780,-3.433,3.257,0.100,-0.141,-0.073,-0.0045,-0.000
DATA,156624,-0.233,0.780,-3.616,3.545,0.215,-0.117,-0.066,-0.0040,-0.000
DATA,156644,-0.332,0.780,-3.982,3.891,0.347,-0.100,-0.061,-0.0034,-0.000
DATA,156664,-0.441,0.780,-4.226,4.273,0.503,-0.088,-0.056,-0.0028,-0.000
DATA,156684,-0.565,0.780,-4.287,4.707,0.679,0.000,-0.052,-0.0021,-0.000
DATA,156704,-0.680,0.780,-3.799,5.108,0.871,0.597,-0.048,-0.0009,-0.000
DATA,156724,-0.765,0.780,2.482,5.406,1.015,0.403,0.000,-0.0003,-0.000
DATA,156744,-0.675,0.780,9.982,5.094,1.075,0.258,0.637,-0.0003,-0.000
DATA,156764,-0.438,0.780,17.726,4.263,1.025,1.342,0.482,0.0002,0.000
DATA,156784,-0.124,0.780,12.116,3.165,0.883,0.681,0.286,-0.0001,-0.000
DATA,156804,-0.095,0.780,2.482,3.063,0.853,0.345,0.203,0.0000,0.000
DATA,156824,-0.196,0.780,5.774,3.416,0.881,0.894,0.164,0.0005,0.000
DATA,156844,0.211,0.780,27.299,1.993,0.640,1.192,0.164,-0.0005,-0.000
DATA,156864,0.584,0.780,23.823,0.685,0.282,0.443,0.383,-0.0023,-0.000
DATA,156884,1.020,0.780,16.689,-0.841,-0.123,0.270,0.817,-0.0038,-0.000
DATA,156904,1.184,0.780,6.994,-1.415,-0.396,0.195,0.468,-0.0037,-0.000
DATA,156924,1.307,0.780,10.530,-1.845,-0.691,0.153,0.281,-0.0041,-0.000
DATA,156944,1.498,0.780,6.628,-2.513,-0.999,0.000,0.000,-0.0046,-0.000
DATA,156964,1.476,0.780,-8.860,-2.436,-1.182,-0.921,-0.719,-0.0051,-0.000
DATA,156984,1.408,0.780,-6.238,-2.198,-1.276,-0.922,-0.857,-0.0061,-0.000
DATA,157004,1.426,0.780,-4.774,-2.261,-1.389,-0.837,-0.804,-0.0072,-0.000
DATA,157024,1.443,0.780,-5.994,-2.320,-1.475,-1.035,-0.737,-0.0079,-0.000
DATA,157044,1.464,0.780,-15.323,-2.394,-1.509,-1.381,-0.446,-0.0078,-0.000
DATA,157064,1.237,0.780,-16.482,-1.599,-1.467,-1.010,-1.293,-0.0089,-0.000
DATA,157084,0.978,0.780,-31.604,-0.692,-1.232,-1.282,-0.730,-0.0075,-0.000
DATA,157104,0.564,0.780,-24.652,0.755,-0.938,-0.725,-1.430,-0.0066,-0.000
DATA,157124,0.469,0.780,-19.043,1.087,-0.715,-0.560,-0.593,-0.0056,-0.000
DATA,157144,0.080,0.780,-36.909,2.451,-0.286,-0.640,-0.322,-0.0023,-0.000
DATA,157164,-0.432,0.780,-20.018,4.242,0.163,-0.740,-0.220,-0.0003,-0.000
DATA,157184,-0.654,0.780,-21.299,5.018,0.549,0.000,-0.168,0.0015,0.000
DATA,157204,-1.110,0.780,-25.689,6.617,1.071,0.000,-0.135,0.0044,0.000
DATA,157224,-1.631,0.780,-17.640,8.439,1.624,0.396,0.000,0.0069,0.000
DATA,157244,-1.777,0.780,1.567,8.951,1.986,1.800,1.363,0.0102,0.000
DATA,157264,-2.018,0.780,9.677,9.793,2.277,1.232,1.228,0.0119,0.000
DATA,157284,-2.077,0.780,21.201,9.999,2.476,2.140,1.607,0.0139,0.000
DATA,157304,-1.934,0.780,25.713,9.499,2.499,2.384,1.970,0.0146,0.000
DATA,157324,-1.637,0.780,32.604,8.459,2.459,2.169,2.103,0.0151,0.000
DATA,157344,-1.207,0.780,33.945,6.955,2.304,2.124,2.052,0.0154,0.000
DATA,157364,-0.509,0.780,22.665,4.511,2.076,2.096,2.004,0.0160,0.000
DATA,157384,0.181,0.780,24.128,2.095,1.760,1.783,1.836,0.0161,0.000
DATA,157404,0.511,0.780,19.799,0.941,1.513,1.694,1.812,0.0170,0.000
DATA,157424,0.881,0.780,6.628,-0.354,1.242,1.320,1.237,0.0177,0.000
DATA,157444,0.852,0.780,-0.689,-0.253,1.126,1.484,1.271,0.0194,0.000
DATA,157464,0.809,0.780,-10.384,-0.101,1.085,0.965,0.737,0.0210,0.000
DATA,157484,0.164,0.780,1.445,2.157,1.214,0.433,1.413,0.0226,0.000
DATA,157504,0.085,0.780,14.128,2.431,1.171,1.875,1.178,0.0238,0.000
DATA,157524,-0.175,0.780,16.018,3.344,1.051,0.536,1.217,0.0228,0.000
DATA,157544,-0.251,0.780,2.482,3.608,0.972,1.113,0.986,0.0222,0.000
DATA,157564,0.065,0.780,24.677,2.503,0.643,0.714,0.665,0.0195,0.000
DATA,157584,0.332,0.780,21.506,1.569,0.321,0.691,0.663,0.0167,0.000
DATA,157604,0.491,0.780,13.274,1.011,0.095,0.348,0.673,0.0150,0.000
DATA,157624,0.683,0.780,25.713,0.339,-0.191,0.233,0.359,0.0125,0.000
DATA,157644,1.148,0.780,30.774,-1.289,-0.680,0.174,0.237,0.0087,0.000
DATA,157664,1.906,0.780,35.835,-3.942,-1.346,0.000,0.000,0.0041,0.000
DATA,157684,2.686,0.780,37.482,-6.672,-2.198,-1.283,-1.023,-0.0029,-0.000
DATA,157704,3.558,0.780,5.409,-9.723,-2.925,-0.903,-1.793,-0.0084,-0.000
DATA,157724,3.496,0.780,-19.957,-9.507,-3.183,-2.316,-2.400,-0.0109,-0.000
DATA,157744,3.354,0.780,-26.970,-9.011,-3.318,-2.337,-2.624,-0.0127,-0.000
DATA,157764,2.799,0.780,-37.396,-7.068,-3.211,-2.724,-3.004,-0.0135,-0.000
DATA,157784,2.051,0.780,-43.982,-4.449,-2.949,-2.765,-2.757,-0.0139,-0.000
DATA,157804,1.213,0.780,-40.140,-1.516,-2.594,-2.563,-2.828,-0.0142,-0.000
DATA,157824,0.446,0.780,-33.555,1.170,-2.179,-2.163,-2.412,-0.0146,-0.000
DATA,157844,-0.280,0.780,-34.287,3.709,-1.665,-1.775,-1.969,-0.0139,-0.000
DATA,157864,-0.576,0.780,-10.811,4.748,-1.260,-1.705,-1.282,-0.0143,-0.000
DATA,157884,-0.246,0.780,8.457,3.591,-1.207,-0.880,-1.428,-0.0167,-0.000
DATA,157904,0.121,0.780,-16.360,2.305,-1.133,-1.292,-1.101,-0.0177,-0.000
DATA,157924,0.101,0.780,-5.811,2.375,-0.967,-0.739,-1.530,-0.0178,-0.000
DATA,157944,0.404,0.780,9.067,1.315,-1.025,-0.789,-0.980,-0.0194,-0.000
DATA,157964,0.245,0.780,-30.262,1.873,-0.818,-1.195,-0.408,-0.0179,-0.000
DATA,157984,-0.128,0.780,-23.250,3.178,-0.448,-0.685,-1.280,-0.0156,-0.000
DATA,158004,-0.383,0.780,-14.043,4.069,-0.115,-0.345,-0.799,-0.0142,-0.000
DATA,158024,-0.561,0.780,-21.055,4.694,0.250,-0.231,-0.373,-0.0116,-0.000
DATA,158044,-0.835,0.780,-21.726,5.654,0.696,-0.174,-0.243,-0.0086,-0.000
DATA,158064,-1.231,0.780,-17.335,7.039,1.176,0.000,0.000,-0.0056,-0.000
DATA,158084,-1.187,0.780,-2.213,6.885,1.482,0.952,0.848,-0.0028,-0.000
DATA,158104,-1.556,0.780,-15.750,8.177,1.942,0.551,0.965,0.0012,0.000
DATA,158124,-2.115,0.780,11.445,10.133,2.393,1.985,1.741,0.0050,0.000
DATA,158144,-1.914,0.780,24.494,9.428,2.455,1.840,1.726,0.0066,0.000
DATA,158164,-1.958,0.780,7.848,9.584,2.656,2.036,1.667,0.0096,0.000
DATA,158184,-1.773,0.780,26.811,8.934,2.700,2.163,2.402,0.0117,0.000
DATA,158204,-1.270,0.780,28.152,7.176,2.598,2.383,2.325,0.0132,0.000
DATA,158224,-0.780,0.780,26.079,5.461,2.412,2.470,2.102,0.0146,0.000
DATA,158244,-0.281,0.780,24.250,3.715,2.219,2.222,2.156,0.0162,0.000
DATA,158264,0.052,0.780,12.909,2.549,2.020,2.045,2.263,0.0179,0.000
DATA,158284,0.291,0.780,9.372,1.710,1.837,1.773,1.927,0.0198,0.000
DATA,158304,0.263,0.780,-5.079,1.810,1.785,2.002,1.514,0.0224,0.000
DATA,158324,-0.086,0.780,11.079,3.032,1.750,1.785,1.789,0.0241,0.000
DATA,158344,-0.375,0.780,13.091,4.043,1.694,1.411,1.782,0.0251,0.000
DATA,158364,-0.370,0.780,22.116,4.024,1.527,1.764,1.672,0.0248,0.000
DATA,158384,-0.175,0.780,23.213,3.341,1.305,1.438,1.548,0.0240,0.000
DATA,158404,-0.047,0.780,21.811,2.893,1.090,1.172,1.226,0.0228,0.000
DATA,158424,0.425,0.780,26.933,1.244,0.714,0.999,1.313,0.0205,0.000
DATA,158444,0.810,0.780,7.665,-0.106,0.418,0.638,0.577,0.0191,0.000
DATA,158464,0.777,0.780,4.677,0.009,0.278,0.361,0.317,0.0181,0.000
DATA,158484,0.931,0.780,13.701,-0.529,0.029,0.361,0.218,0.0161,0.000
DATA,158504,1.216,0.780,14.738,-1.527,-0.300,0.324,0.166,0.0137,0.000
DATA,158524,1.584,0.780,20.348,-2.815,-0.737,0.222,0.134,0.0108,0.000
DATA,158544,2.068,0.780,24.128,-4.508,-1.301,0.000,0.113,0.0073,0.000
DATA,158564,2.654,0.780,22.848,-6.559,-1.976,-0.834,-1.405,0.0016,0.000
DATA,158584,3.036,0.780,3.518,-7.895,-2.586,-1.883,-0.755,-0.0031,-0.000
DATA,158604,2.773,0.780,-36.055,-6.977,-2.772,-2.268,-2.552,-0.0051,-0.000
DATA,158624,2.091,0.780,-22.457,-4.588,-2.654,-2.115,-2.286,-0.0062,-0.000
DATA,158644,2.181,0.780,-13.433,-4.905,-2.795,-2.059,-2.329,-0.0098,-0.000
DATA,158664,2.432,0.780,-30.201,-5.782,-2.920,-2.376,-2.222,-0.0127,-0.000
DATA,158684,2.088,0.780,-39.896,-4.578,-2.742,-2.431,-2.625,-0.0134,-0.000
DATA,158704,1.508,0.780,-40.445,-2.548,-2.431,-2.378,-2.361,-0.0135,-0.000
DATA,158724,0.839,0.780,-35.628,-0.206,-2.028,-2.234,-2.012,-0.0130,-0.000
DATA,158744,0.215,0.780,-33.372,1.978,-1.603,-1.877,-1.886,-0.0127,-0.000
DATA,158764,-0.347,0.780,-27.823,3.944,-1.136,-1.253,-1.457,-0.0116,-0.000
DATA,158784,-0.835,0.780,-24.591,5.652,-0.658,-1.423,-0.944,-0.0107,-0.000
DATA,158804,-0.897,0.780,9.616,5.871,-0.436,-0.914,-0.402,-0.0114,-0.000
DATA,158824,-0.671,0.780,11.750,5.077,-0.401,-0.396,-0.255,-0.0126,-0.000
DATA,158844,-0.332,0.780,12.482,3.891,-0.463,-0.253,-0.187,-0.0139,-0.000
DATA,158864,-0.150,0.780,8.091,3.253,-0.524,-0.200,-0.152,-0.0145,-0.000
DATA,158884,-0.251,0.780,-22.457,3.609,-0.399,-0.879,-0.152,-0.0136,-0.000
DATA,158904,-0.773,0.780,-23.128,5.437,0.065,-0.476,-1.461,-0.0115,-0.000
DATA,158924,-0.849,0.780,8.884,5.700,0.329,-0.284,-0.475,-0.0111,-0.000
DATA,158944,-0.644,0.780,-3.555,4.984,0.396,-0.202,-0.283,-0.0116,-0.000
DATA,158964,-0.667,0.780,-2.457,5.066,0.534,-0.156,-0.201,-0.0112,-0.000
DATA,158984,-0.625,0.780,5.348,4.918,0.641,-0.128,-0.156,-0.0109,-0.000
DATA,159004,-0.420,0.780,11.262,4.199,0.614,0.000,0.000,-0.0115,-0.000
DATA,159024,-0.251,0.780,5.470,3.609,0.615,0.528,0.527,-0.0106,-0.000
DATA,159044,-0.388,0.780,-8.677,4.088,0.762,0.432,0.000,-0.0081,-0.000
DATA,159064,-0.571,0.780,-5.811,4.729,0.965,0.365,1.035,-0.0050,-0.000
DATA,159084,-0.650,0.780,8.457,5.005,1.083,0.546,0.000,-0.0037,-0.000
DATA,159104,-0.554,0.780,3.274,4.671,1.154,0.893,1.292,-0.0018,-0.000
DATA,159124,-0.717,0.780,2.177,5.240,1.331,1.232,0.470,0.0005,0.000
DATA,159144,-0.431,0.780,11.201,4.238,1.247,1.201,0.281,0.0006,0.000
DATA,159164,-0.444,0.780,16.750,4.284,1.209,0.996,1.383,0.0012,0.000
DATA,159184,0.419,0.780,21.567,1.264,0.797,0.928,1.239,0.0005,0.000
DATA,159204,0.501,0.780,-16.482,0.978,0.795,0.645,0.630,0.0032,0.000
DATA,159224,0.122,0.780,-13.555,2.304,1.005,0.336,0.332,0.0059,0.000
DATA,159244,0.014,0.780,11.750,2.682,1.014,1.172,0.225,0.0064,0.000
DATA,159264,0.474,0.780,28.152,1.071,0.718,0.723,1.288,0.0056,0.000
DATA,159284,1.079,0.780,-1.116,-1.045,0.438,0.677,0.803,0.0059,0.000
DATA,159304,0.770,0.780,-23.006,0.037,0.586,0.362,0.374,0.0089,0.000
DATA,159324,0.285,0.780,-27.945,1.734,0.906,0.238,0.244,0.0123,0.000
DATA,159344,-0.525,0.780,-17.701,4.566,1.312,0.194,1.340,0.0153,0.000
DATA,159364,0.362,0.780,43.884,1.463,0.977,1.063,1.778,0.0149,0.000
DATA,159384,0.897,0.780,-9.043,-0.411,0.703,0.648,1.084,0.0143,0.000
DATA,159404,0.445,0.780,-37.762,1.172,1.032,1.226,1.002,0.0193,0.000
DATA,159424,-0.552,0.780,-37.884,4.661,1.654,0.920,0.956,0.0256,0.000
DATA,159444,-1.257,0.780,15.896,7.131,2.089,1.872,1.836,0.0289,0.000
DATA,159464,-1.215,0.780,0.652,6.981,2.109,1.757,2.273,0.0299,0.000
DATA,159484,-1.053,0.956,17.055,7.030,2.108,2.240,1.999,0.0305,0.176
DATA,159504,-0.673,0.956,23.335,5.702,2.020,2.041,1.872,0.0309,0.176
DATA,159524,-0.351,0.956,20.896,4.575,1.935,2.017,1.895,0.0316,0.176
DATA,159544,-0.098,0.956,11.628,3.687,1.846,1.982,2.134,0.0323,0.176
DATA,159564,0.412,0.956,5.652,1.904,1.658,1.839,1.899,0.0328,0.176
DATA,159584,0.432,0.956,4.189,1.833,1.608,1.932,1.700,0.0343,0.176
DATA,159604,0.225,0.956,-5.079,2.559,1.636,1.659,1.730,0.0359,0.176
DATA,159624,-0.014,0.956,-11.116,3.395,1.680,1.584,1.287,0.0371,0.176
DATA,159644,-0.247,0.956,11.201,4.209,1.678,2.151,1.765,0.0374,0.176
DATA,159664,-0.386,0.956,13.396,4.698,1.626,1.442,1.565,0.0372,0.176
DATA,159684,-0.110,0.956,20.774,3.732,1.431,1.401,1.537,0.0358,0.176
DATA,159704,0.043,0.956,22.970,3.194,1.209,1.571,1.385,0.0339,0.176
DATA,159724,0.505,0.956,11.750,1.578,0.943,1.156,0.933,0.0321,0.176
DATA,159744,0.457,0.956,13.457,1.746,0.826,0.491,0.965,0.0308,0.176
DATA,159764,0.758,0.780,7.299,0.079,0.601,1.666,1.219,0.0294,0.000
DATA,159784,1.305,0.780,20.531,-1.836,0.239,1.092,0.533,0.0277,0.000
DATA,159804,1.682,0.780,0.287,-3.156,-0.073,0.425,0.302,0.0257,0.000
DATA,159824,1.565,0.780,-3.128,-2.748,-0.221,0.265,0.211,0.0250,0.000
DATA,159844,1.571,0.780,-1.116,-2.767,-0.408,0.192,0.162,0.0237,0.000
DATA,159864,1.622,0.780,-0.140,-2.947,-0.610,0.151,0.132,0.0223,0.000
DATA,159884,1.682,0.780,-4.470,-3.156,-0.793,0.000,0.111,0.0211,0.000
DATA,159904,1.758,0.780,-8.250,-3.423,-0.929,-0.570,-1.044,0.0195,0.000
DATA,159924,1.640,0.780,-1.055,-3.010,-1.090,-0.426,-0.618,0.0169,0.000
DATA,159944,1.605,0.780,-13.311,-2.886,-1.179,-0.322,-0.329,0.0159,0.000
DATA,159964,1.169,0.780,-31.909,-1.362,-0.996,-1.549,-0.304,0.0161,0.000
DATA,159984,0.754,0.780,-16.543,0.091,-0.797,-0.990,-1.083,0.0152,0.000
DATA,160004,0.559,0.780,-9.835,0.773,-0.698,-0.433,-0.534,0.0138,0.000
DATA,160024,0.371,0.780,-16.116,1.431,-0.535,-0.267,-0.302,0.0137,0.000
DATA,160044,0.218,0.780,-17.823,1.967,-0.369,-0.228,-0.266,0.0136,0.000
DATA,160064,-0.194,0.780,-12.152,3.410,-0.085,-0.866,-0.266,0.0136,0.000
DATA,160084,-0.221,0.780,-1.848,3.503,0.046,-0.400,-0.260,0.0121,0.000
DATA,160104,-0.222,0.780,-4.470,3.507,0.155,-0.254,-0.190,0.0109,0.000
DATA,160124,-0.250,0.780,-5.567,3.604,0.292,-0.187,-0.149,0.0103,0.000
DATA,160144,-0.320,0.780,-6.604,3.849,0.460,-0.147,-0.123,0.0099,0.000
DATA,160164,-0.423,0.780,-5.140,4.212,0.639,0.000,-0.105,0.0097,0.000
DATA,160184,-0.380,0.780,6.872,4.061,0.731,1.020,0.000,0.0098,0.000
DATA,160204,-0.019,0.780,-0.140,2.797,0.709,0.449,0.886,0.0099,0.000
DATA,160224,-0.239,0.780,-17.152,3.566,0.962,0.393,0.413,0.0121,0.000
DATA,160244,-0.508,0.780,-3.799,4.507,1.232,0.450,0.260,0.0136,0.000
DATA,160264,-0.471,0.780,1.445,4.377,1.353,1.113,0.197,0.0140,0.000
DATA,160284,-0.152,0.780,29.067,3.262,1.232,1.346,1.938,0.0138,0.000
DATA,160304,0.564,0.780,-3.006,0.757,1.069,0.729,0.832,0.0145,0.000
DATA,160324,0.436,0.780,-12.457,1.202,1.202,0.539,0.521,0.0164,0.000
DATA,160344,0.551,0.780,-5.872,0.802,1.251,1.583,1.530,0.0194,0.000
DATA,160364,-0.021,0.780,-43.616,2.803,1.637,0.784,0.654,0.0243,0.000
DATA,160384,-0.993,0.780,5.165,6.207,2.143,1.844,1.906,0.0288,0.000
DATA,160404,-0.910,0.956,-8.006,6.530,2.202,1.723,2.266,0.0304,0.176
DATA,160424,-0.800,0.956,13.030,6.146,2.271,2.249,1.997,0.0319,0.176
DATA,160444,-0.683,0.956,11.994,5.734,2.313,2.234,2.016,0.0338,0.176
DATA,160464,-0.426,0.956,8.640,4.836,2.355,2.290,2.018,0.0358,0.176
DATA,160484,-0.180,0.956,9.738,3.974,2.378,2.590,2.334,0.0381,0.176
DATA,160504,-0.041,0.956,-0.689,3.489,2.375,2.449,2.376,0.0405,0.176
DATA,160524,-0.360,0.956,-4.409,4.605,2.499,2.351,2.332,0.0436,0.176
DATA,160544,-0.728,0.956,-0.201,5.892,2.659,2.609,2.401,0.0463,0.176
DATA,160564,-0.864,0.956,10.043,6.370,2.733,2.852,2.633,0.0482,0.176
DATA,160584,-0.677,0.956,9.067,5.713,2.735,2.711,2.710,0.0494,0.176
DATA,160604,-0.475,0.956,13.945,5.009,2.695,2.634,2.796,0.0504,0.176
DATA,160624,0.127,0.956,7.238,2.902,2.537,2.732,2.773,0.0514,0.176
DATA,160644,0.432,0.956,0.835,1.835,2.463,2.491,2.665,0.0532,0.176
DATA,160664,0.387,0.956,-4.470,1.991,2.441,2.424,2.627,0.0552,0.176
DATA,160684,0.129,0.956,-12.396,2.895,2.514,2.573,2.494,0.0578,0.176
DATA,160704,-0.203,0.956,-5.872,4.055,2.656,2.547,2.509,0.0601,0.176
DATA,160724,-0.360,0.956,-1.360,4.604,2.763,2.703,2.806,0.0620,0.176
DATA,160744,-0.234,0.956,3.945,4.165,2.779,2.893,2.751,0.0634,0.176
DATA,160764,-0.346,0.956,0.226,4.556,2.824,2.768,2.667,0.0649,0.176
DATA,160784,-0.624,0.956,6.994,5.530,2.891,2.855,2.701,0.0660,0.176
DATA,160804,-0.451,0.956,17.482,4.925,2.837,2.881,2.710,0.0662,0.176
DATA,160824,-0.161,0.956,15.287,3.910,2.745,2.629,2.548,0.0661,0.176
DATA,160844,0.171,0.956,21.323,2.747,2.606,2.637,2.637,0.0661,0.176
DATA,160864,0.676,0.956,6.140,0.978,2.430,2.713,2.465,0.0664,0.176
DATA,160884,0.945,0.956,-2.457,0.038,2.326,2.404,2.386,0.0672,0.176
DATA,160904,0.737,0.956,-1.360,0.765,2.328,2.472,2.252,0.0684,0.176
DATA,160924,0.573,0.956,0.348,1.340,2.329,2.379,2.292,0.0697,0.176
DATA,160944,0.409,0.956,-2.152,1.915,2.368,2.375,2.203,0.0707,0.176
DATA,160964,0.325,0.956,-0.384,2.209,2.392,2.409,2.613,0.0714,0.176
DATA,160984,0.280,0.956,-3.067,2.366,2.347,2.521,2.479,0.0717,0.176
DATA,161004,0.101,0.956,-6.543,2.993,2.390,2.436,2.398,0.0724,0.176
DATA,161024,-0.113,0.956,-5.872,3.742,2.464,2.456,2.579,0.0729,0.176
DATA,161044,-0.186,0.956,6.445,3.995,2.428,2.556,2.690,0.0725,0.176
DATA,161064,-0.241,0.956,10.287,4.188,2.345,2.322,2.321,0.0713,0.176
DATA,161084,-0.190,0.956,14.311,4.011,2.204,2.141,2.286,0.0694,0.176
DATA,161104,0.250,0.956,28.091,2.472,1.908,2.142,2.287,0.0667,0.176
DATA,161124,0.761,0.956,22.360,0.683,1.551,2.070,1.905,0.0638,0.176
DATA,161144,1.085,0.956,15.104,-0.453,1.234,1.602,1.627,0.0610,0.176
DATA,161164,1.386,0.956,3.396,-1.507,0.952,1.036,1.065,0.0583,0.176
DATA,161184,1.272,0.956,-2.884,-1.108,0.835,0.585,1.387,0.0565,0.176
DATA,161204,1.298,0.956,-4.530,-1.199,0.695,1.489,0.701,0.0548,0.176
DATA,161224,1.373,0.956,-0.872,-1.460,0.471,0.698,0.594,0.0523,0.176
DATA,161244,1.065,0.956,-13.799,-0.382,0.484,0.349,0.321,0.0508,0.176
DATA,161264,0.694,0.956,-9.835,0.915,0.555,0.271,0.220,0.0490,0.176
DATA,161284,0.987,0.956,21.140,-0.108,0.285,0.834,0.190,0.0451,0.176
DATA,161304,1.321,0.956,24.128,-1.280,-0.134,0.715,1.400,0.0417,0.176
DATA,161324,1.526,0.956,9.250,-1.996,-0.505,0.000,0.000,0.0374,0.176
DATA,161344,1.678,0.956,7.360,-2.527,-0.805,0.000,0.000,0.0337,0.176
DATA,161364,1.997,0.780,7.604,-4.261,-1.169,-0.331,0.000,0.0299,0.000
DATA,161384,2.055,0.780,-13.555,-4.463,-1.372,-1.100,-0.218,0.0274,0.000
DATA,161404,1.999,0.780,-1.665,-4.267,-1.535,-0.755,-0.913,0.0240,0.000
DATA,161424,2.160,0.780,-16.848,-4.831,-1.694,-0.513,-1.189,0.0215,0.000
DATA,161444,1.827,0.780,-30.811,-3.665,-1.589,-1.935,-0.988,0.0202,0.000
DATA,161464,1.392,0.780,-25.811,-2.142,-1.420,-1.233,-1.293,0.0189,0.000
DATA,161484,1.185,0.780,-25.567,-1.416,-1.281,-0.933,-1.247,0.0174,0.000
DATA,161504,0.804,0.780,-24.774,-0.084,-0.999,-1.167,-1.359,0.0169,0.000
DATA,161524,0.336,0.780,-17.701,1.552,-0.713,-0.787,-0.672,0.0162,0.000
DATA,161544,0.233,0.780,-13.250,1.914,-0.522,-0.372,-0.526,0.0155,0.000
DATA,161564,0.138,0.780,-7.884,2.248,-0.372,-0.242,-0.409,0.0147,0.000
DATA,161584,0.060,0.780,-11.909,2.520,-0.216,-0.180,-0.258,0.0142,0.000
DATA,161604,-0.123,0.780,-15.384,3.160,0.018,-0.143,-0.189,0.0145,0.000
DATA,161624,-0.429,0.780,-18.006,4.231,0.330,-0.119,-0.149,0.0151,0.000
DATA,161644,-0.807,0.780,-20.811,5.555,0.739,-0.102,-0.123,0.0162,0.000
DATA,161664,-1.276,0.780,-22.457,7.195,1.244,0.000,0.000,0.0176,0.000
DATA,161684,-1.714,0.780,-2.213,8.728,1.712,1.292,1.104,0.0197,0.000
DATA,161704,-1.826,0.780,-14.774,9.120,2.106,0.724,0.735,0.0215,0.000
DATA,161724,-1.896,0.780,37.482,9.365,2.287,1.949,1.910,0.0218,0.000
DATA,161744,-1.551,0.780,18.031,8.157,2.215,1.506,1.981,0.0213,0.000
DATA,161764,-1.256,0.780,31.689,7.127,2.063,1.978,1.650,0.0204,0.000
DATA,161784,-0.749,0.780,38.274,5.352,1.782,1.613,1.633,0.0188,0.000
DATA,161804,-0.312,0.780,28.152,3.822,1.469,1.289,1.493,0.0171,0.000
DATA,161824,0.218,0.780,25.774,1.966,1.116,1.342,1.068,0.0155,0.000
DATA,161844,0.403,0.780,1.933,1.319,0.953,0.853,0.576,0.0149,0.000
DATA,161864,0.310,0.780,28.762,1.645,0.762,0.417,1.405,0.0138,0.000
DATA,161884,0.809,0.780,44.982,-0.102,0.247,0.306,1.243,0.0104,0.000
DATA,161904,1.963,0.780,31.445,-4.139,-0.524,0.831,0.460,0.0067,0.000
DATA,161924,2.490,0.780,10.957,-5.986,-1.105,0.000,0.000,0.0043,0.000
DATA,161944,2.320,0.780,-6.909,-5.392,-1.395,-0.994,-0.997,0.0026,0.000
DATA,161964,2.547,0.780,9.982,-6.185,-1.841,-0.719,-0.421,-0.0003,-0.000
DATA,161984,2.427,0.780,-13.982,-5.765,-2.032,-1.435,-1.020,-0.0014,-0.000
DATA,162004,1.918,0.780,-21.116,-3.983,-2.000,-1.737,-1.749,-0.0024,-0.000
DATA,162024,1.678,0.780,-16.970,-3.143,-2.012,-1.228,-1.438,-0.0039,-0.000
DATA,162044,1.498,0.780,-23.860,-2.512,-1.973,-1.692,-1.515,-0.0052,-0.000
DATA,162064,1.344,0.780,-19.774,-1.974,-1.888,-2.049,-1.754,-0.0063,-0.000
DATA,162084,1.038,0.780,-28.067,-0.903,-1.624,-1.250,-1.732,-0.0060,-0.000
DATA,162104,0.785,0.780,-18.372,-0.016,-1.401,-1.678,-1.508,-0.0062,-0.000
DATA,162124,0.423,0.780,-29.104,1.250,-1.048,-0.738,-1.508,-0.0050,-0.000
DATA,162144,0.130,0.780,-16.238,2.275,-0.732,-0.958,-0.932,-0.0041,-0.000
DATA,162164,-0.378,0.780,-29.531,4.054,-0.227,-0.872,-0.488,-0.0018,-0.000
DATA,162184,-0.545,0.780,-9.348,4.637,0.095,-0.387,-0.287,-0.0009,-0.000
DATA,162204,-0.661,0.780,-14.835,5.044,0.401,-0.250,-0.204,0.0002,0.000
DATA,162224,-0.947,0.780,-21.421,6.045,0.831,-0.184,-0.158,0.0022,0.000
DATA,162244,-1.348,0.780,-10.567,7.449,1.286,0.000,0.000,0.0041,0.000
DATA,162264,-1.302,0.780,-0.872,7.286,1.550,1.241,0.957,0.0062,0.000
DATA,162284,-1.562,0.780,-18.067,8.198,1.983,0.926,0.780,0.0095,0.000
DATA,162304,-2.183,0.780,3.762,10.371,2.479,2.018,2.122,0.0130,0.000
DATA,162324,-1.771,0.780,25.531,8.927,2.377,1.725,1.827,0.0130,0.000
DATA,162344,-1.578,0.780,26.262,8.253,2.350,2.055,2.090,0.0140,0.000
DATA,162364,-1.333,0.780,31.323,7.395,2.287,2.035,1.950,0.0151,0.000
DATA,162384,-0.920,0.780,27.909,5.951,2.091,1.952,2.171,0.0152,0.000
DATA,162404,-0.588,0.780,22.116,4.789,1.864,1.678,1.766,0.0151,0.000
DATA,162424,0.022,0.780,36.384,2.653,1.454,1.653,1.477,0.0139,0.000
DATA,162444,0.239,0.780,32.177,1.893,1.086,1.117,1.240,0.0126,0.000
DATA,162464,0.783,0.780,17.482,-0.010,0.673,1.236,0.767,0.0113,0.000
DATA,162484,0.677,0.780,-6.909,0.360,0.578,0.557,0.673,0.0122,0.000
DATA,162504,0.409,0.780,0.835,1.297,0.565,0.310,0.343,0.0125,0.000
