type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,162524,0.356,0.780,6.689,1.485,0.489,0.229,0.230,0.0117,0.000
DATA,162544,0.535,0.780,14.128,0.858,0.311,1.148,0.173,0.0109,0.000
DATA,162564,0.899,0.780,17.482,-0.416,0.006,0.646,0.139,0.0093,0.000
DATA,162584,1.247,0.780,17.665,-1.635,-0.363,0.000,0.116,0.0066,0.000
DATA,162604,1.709,0.780,17.604,-3.253,-0.803,0.000,0.000,0.0039,0.000
DATA,162624,2.260,0.780,18.031,-5.179,-1.327,0.000,0.000,0.0014,0.000
DATA,162644,2.509,0.780,-9.652,-6.053,-1.740,-1.425,-1.274,-0.0011,-0.000
DATA,162664,2.658,0.780,3.884,-6.574,-2.059,-1.112,-0.865,-0.0034,-0.000
DATA,162684,2.648,0.780,-25.994,-6.537,-2.237,-1.600,-1.735,-0.0041,-0.000
DATA,162704,1.860,0.780,-22.884,-3.779,-2.092,-1.661,-1.522,-0.0042,-0.000
DATA,162724,1.416,0.780,-35.567,-2.226,-1.912,-1.958,-1.596,-0.0043,-0.000
DATA,162744,0.708,0.780,-34.287,0.254,-1.575,-1.570,-1.355,-0.0037,-0.000
DATA,162764,0.160,0.780,-16.726,2.170,-1.254,-1.177,-1.208,-0.0037,-0.000
DATA,162784,0.123,0.780,9.189,2.299,-1.181,-0.718,-0.699,-0.0051,-0.000
DATA,162804,0.473,0.780,-0.445,1.074,-1.276,-1.663,-0.489,-0.0075,-0.000
DATA,162824,0.075,0.780,-28.677,2.467,-0.929,-0.692,-1.639,-0.0067,-0.000
DATA,162844,-0.058,0.780,-2.396,2.931,-0.718,-0.429,-0.551,-0.0063,-0.000
DATA,162864,0.368,0.780,-16.177,1.443,-0.708,-1.509,-1.025,-0.0078,-0.000
DATA,162884,-0.145,0.780,-23.738,3.238,-0.243,-0.559,-0.579,-0.0054,-0.000
DATA,162904,-0.189,0.780,-3.250,3.392,-0.063,-0.311,-0.317,-0.0049,-0.000
DATA,162924,-0.172,0.780,-8.738,3.331,0.088,-0.216,-0.218,-0.0043,-0.000
DATA,162944,-0.347,0.780,-12.884,3.943,0.323,-0.165,-0.166,-0.0030,-0.000
DATA,162964,-0.662,0.780,-16.726,5.047,0.657,-0.133,-0.134,-0.0012,-0.000
DATA,162984,-1.105,0.780,-15.750,6.597,1.064,0.000,-0.113,0.0007,0.000
DATA,163004,-1.583,0.780,3.884,8.270,1.450,1.121,1.338,0.0029,0.000
DATA,163024,-1.605,0.780,-5.262,8.349,1.678,0.589,1.126,0.0048,0.000
DATA,163044,-1.517,0.780,28.396,8.040,1.764,1.576,1.266,0.0053,0.000
DATA,163064,-1.331,0.780,13.396,7.387,1.777,1.472,1.400,0.0061,0.000
DATA,163084,-0.925,0.780,21.750,5.969,1.617,1.301,1.455,0.0058,0.000
DATA,163104,-0.709,0.780,23.579,5.213,1.518,1.266,1.308,0.0061,0.000
DATA,163124,-0.179,0.780,19.799,3.356,1.273,1.168,1.075,0.0057,0.000
DATA,163144,-0.280,0.780,7.604,3.709,1.236,0.707,0.944,0.0066,0.000
DATA,163164,0.414,0.780,42.055,1.282,0.741,1.476,1.524,0.0045,0.000
DATA,163184,0.910,0.780,15.896,-0.453,0.309,0.556,0.582,0.0032,0.000
DATA,163204,0.810,0.780,-3.738,-0.106,0.227,0.310,0.318,0.0041,0.000
DATA,163224,0.719,0.780,-0.445,0.213,0.165,0.215,0.219,0.0046,0.000
DATA,163244,0.685,0.780,2.421,0.332,0.077,0.164,0.167,0.0045,0.000
DATA,163264,0.737,0.780,4.982,0.149,-0.049,0.133,0.135,0.0040,0.000
DATA,163284,0.858,0.780,6.750,-0.273,-0.220,0.112,0.113,0.0032,0.000
DATA,163304,1.026,0.780,7.909,-0.860,-0.431,0.096,0.097,0.0023,0.000
DATA,163324,1.238,0.780,8.884,-1.604,-0.688,0.085,0.085,0.0013,0.000
DATA,163344,1.413,0.780,-0.201,-2.215,-0.938,0.000,0.000,0.0006,0.000
DATA,163364,1.113,0.780,-10.689,-1.166,-0.967,-1.080,-0.810,-0.0001,-0.000
DATA,163384,1.222,0.780,11.994,-1.547,-1.182,-0.470,-0.374,-0.0023,-0.000
DATA,163404,1.586,0.780,-5.323,-2.820,-1.450,-0.349,-0.303,-0.0036,-0.000
DATA,163424,1.136,0.780,-40.384,-1.244,-1.250,-1.598,-1.485,-0.0029,-0.000
DATA,163444,0.415,0.780,-16.726,1.277,-0.924,-0.690,-0.853,-0.0021,-0.000
DATA,163464,0.617,0.780,15.348,0.569,-1.045,-0.352,-0.384,-0.0039,-0.000
DATA,163484,0.878,0.780,8.762,-0.342,-1.306,-1.602,-0.258,-0.0069,-0.000
DATA,163504,0.777,0.780,-34.287,0.012,-1.110,-0.650,-0.884,-0.0057,-0.000
DATA,163524,0.163,0.780,-19.165,2.158,-0.744,-1.217,-1.503,-0.0047,-0.000
DATA,163544,0.057,0.780,8.518,2.529,-0.692,-0.959,-0.500,-0.0065,-0.000
DATA,163564,0.478,0.780,9.738,1.057,-0.855,-0.405,-0.291,-0.0085,-0.000
DATA,163584,0.861,0.780,-15.201,-0.283,-0.952,-0.339,-0.894,-0.0089,-0.000
DATA,163604,0.198,0.780,-30.933,2.037,-0.536,-1.150,-1.289,-0.0071,-0.000
DATA,163624,-0.170,0.780,-7.396,3.324,-0.262,-0.846,-0.638,-0.0068,-0.000
DATA,163644,-0.023,0.780,-2.884,2.809,-0.203,-0.466,0.000,-0.0071,-0.000
DATA,163664,-0.024,0.780,-5.323,2.813,-0.111,-0.280,0.000,-0.0074,-0.000
DATA,163684,-0.098,0.780,-8.067,3.072,0.030,-0.200,0.000,-0.0062,-0.000
DATA,163704,-0.301,0.780,-11.299,3.783,0.237,-0.155,0.000,-0.0047,-0.000
DATA,163724,-0.567,0.780,-13.250,4.714,0.516,-0.127,0.000,-0.0029,-0.000
DATA,163744,-0.934,0.780,-13.616,6.001,0.857,0.000,0.000,-0.0011,-0.000
DATA,163764,-1.326,0.780,-13.616,7.370,1.259,0.789,0.000,0.0012,0.000
DATA,163784,-1.769,0.780,-0.323,8.923,1.651,0.628,1.371,0.0038,0.000
DATA,163804,-1.405,0.780,27.360,7.648,1.633,1.583,0.840,0.0037,0.000
DATA,163824,-1.152,0.780,25.774,6.763,1.613,1.226,1.481,0.0043,0.000
DATA,163844,-0.573,0.780,27.055,4.736,1.328,1.405,0.899,0.0027,0.000
DATA,163864,-0.428,0.780,6.750,4.229,1.246,0.821,1.157,0.0030,0.000
DATA,163884,-0.134,0.780,18.884,3.201,1.094,1.347,1.037,0.0033,0.000
DATA,163904,0.162,0.780,6.140,2.163,0.952,0.623,0.418,0.0034,0.000
DATA,163924,0.110,0.780,-2.335,2.346,0.966,0.538,0.261,0.0042,0.000
DATA,163944,0.158,0.780,34.860,2.177,0.784,1.444,0.224,0.0032,0.000
DATA,163964,1.316,0.780,46.079,-1.877,0.017,1.212,1.279,0.0003,0.000
DATA,163984,2.157,0.780,13.213,-4.820,-0.601,0.000,0.455,-0.0017,-0.000
DATA,164004,1.927,0.780,-2.884,-4.016,-0.843,0.000,0.000,-0.0010,-0.000
DATA,164024,1.861,0.780,-6.970,-3.782,-1.052,0.000,-0.619,-0.0007,-0.000
DATA,164044,1.598,0.780,-7.274,-2.865,-1.155,-0.860,-0.597,-0.0008,-0.000
DATA,164064,1.513,0.780,-1.177,-2.565,-1.304,-0.786,-0.323,-0.0019,-0.000
DATA,164084,1.268,0.780,-12.945,-1.707,-1.329,-1.126,-0.223,-0.0019,-0.000
DATA,164104,0.787,0.780,-32.762,-0.025,-1.098,-0.728,-1.815,-0.0009,-0.000
DATA,164124,0.290,0.780,-10.994,1.716,-0.854,-0.485,-1.073,-0.0005,-0.000
DATA,164144,0.343,0.780,11.018,1.530,-0.911,-0.987,-0.480,-0.0031,-0.000
DATA,164164,0.713,0.780,13.762,0.235,-1.145,-0.578,-0.284,-0.0060,-0.000
DATA,164184,0.544,0.780,-34.226,0.827,-1.048,-0.396,-1.371,-0.0056,-0.000
DATA,164204,-0.296,0.780,-21.604,3.765,-0.571,-1.220,-0.719,-0.0046,-0.000
DATA,164224,-0.184,0.780,5.104,3.374,-0.441,-0.447,-0.356,-0.0051,-0.000
DATA,164244,0.175,0.780,9.250,2.117,-0.552,-0.272,-0.235,-0.0068,-0.000
DATA,164264,0.522,0.780,7.238,0.903,-0.689,-0.217,-0.176,-0.0078,-0.000
DATA,164284,0.838,0.780,1.262,-0.203,-0.825,-0.704,-0.169,-0.0086,-0.000
DATA,164304,0.760,0.780,-39.043,0.071,-0.569,-1.109,-1.489,-0.0069,-0.000
DATA,164324,0.161,0.780,-10.262,2.167,-0.270,-0.694,-1.062,-0.0061,-0.000
DATA,164344,0.154,0.780,-3.799,2.191,-0.188,-0.349,0.000,-0.0059,-0.000
DATA,164364,0.021,0.780,-7.945,2.656,-0.077,-0.233,-0.831,-0.0058,-0.000
DATA,164384,-0.200,0.780,-10.262,3.429,0.105,-0.175,0.000,-0.0044,-0.000
DATA,164404,-0.477,0.780,-11.848,4.398,0.355,-0.140,0.000,-0.0028,-0.000
DATA,164424,-0.804,0.780,-12.274,5.545,0.659,-0.116,0.000,-0.0012,-0.000
DATA,164444,-1.184,0.780,-12.152,6.873,1.018,0.000,0.000,0.0003,0.000
DATA,164464,-1.624,0.780,-9.835,8.413,1.429,0.929,0.153,0.0027,0.000
DATA,164484,-1.857,0.780,8.640,9.228,1.746,0.508,0.874,0.0046,0.000
DATA,164504,-1.369,0.780,30.104,7.521,1.623,1.477,1.247,0.0037,0.000
DATA,164524,-0.982,0.780,20.652,6.168,1.522,1.092,0.926,0.0037,0.000
DATA,164544,-0.334,0.780,30.774,3.898,1.172,1.208,0.702,0.0017,0.000
DATA,164564,-0.064,0.780,5.104,2.953,1.023,0.725,1.143,0.0020,0.000
DATA,164584,0.044,0.780,23.031,2.577,0.885,0.747,0.796,0.0022,0.000
DATA,164604,0.391,0.780,16.750,1.362,0.637,0.864,0.374,0.0017,0.000
DATA,164624,0.560,0.780,4.250,0.770,0.484,0.385,0.243,0.0015,0.000
DATA,164644,0.587,0.780,6.384,0.674,0.361,0.248,0.180,0.0013,0.000
DATA,164664,0.697,0.780,9.738,0.290,0.186,0.183,0.143,0.0006,0.000
DATA,164684,0.885,0.780,12.421,-0.367,-0.054,0.145,0.119,-0.0005,-0.000
DATA,164704,1.152,0.780,14.982,-1.301,-0.365,0.120,0.102,-0.0019,-0.000
DATA,164724,1.495,0.780,17.055,-2.501,-0.761,0.103,0.089,-0.0036,-0.000
DATA,164744,1.911,0.780,16.994,-3.960,-1.231,0.000,0.000,-0.0054,-0.000
DATA,164764,2.494,0.780,10.957,-6.000,-1.741,-0.966,-0.883,-0.0087,-0.000
DATA,164784,2.664,0.780,2.726,-6.595,-2.193,-1.105,-0.623,-0.0108,-0.000
DATA,164804,2.325,0.780,-33.433,-5.409,-2.235,-1.621,-1.706,-0.0104,-0.000
DATA,164824,1.814,0.780,-19.226,-3.618,-2.156,-1.798,-1.531,-0.0107,-0.000
DATA,164844,1.635,0.780,-27.518,-2.993,-2.056,-1.542,-1.684,-0.0107,-0.000
DATA,164864,1.107,0.780,-28.982,-1.144,-1.742,-1.320,-1.961,-0.0095,-0.000
DATA,164884,0.891,0.780,-20.567,-0.388,-1.507,-1.596,-1.334,-0.0092,-0.000
DATA,164904,0.294,0.780,-26.604,1.700,-1.103,-0.835,-1.698,-0.0075,-0.000
DATA,164924,0.228,0.780,-11.909,1.933,-0.926,-0.888,-0.724,-0.0079,-0.000
DATA,164944,-0.295,0.780,-26.665,3.763,-0.464,-0.963,-0.453,-0.0053,-0.000
DATA,164964,-0.682,0.780,-21.543,5.117,-0.085,-0.404,-0.975,-0.0043,-0.000
DATA,164984,-1.128,0.780,-24.957,6.676,0.421,-0.256,-0.407,-0.0020,-0.000
DATA,165004,-1.586,0.780,-17.518,8.282,0.961,-0.187,-0.257,0.0001,0.000
DATA,165024,-1.901,0.780,3.640,9.383,1.379,1.297,0.000,0.0013,0.000
DATA,165044,-1.480,0.780,9.128,7.911,1.510,1.237,1.388,0.0028,0.000
DATA,165064,-1.747,0.780,-12.701,8.845,1.898,0.621,0.675,0.0055,0.000
DATA,165084,-1.598,0.780,14.921,8.323,2.032,1.581,1.389,0.0065,0.000
DATA,165104,-1.164,0.780,11.994,6.803,1.998,1.401,1.564,0.0076,0.000
DATA,165124,-1.334,0.780,11.994,7.398,2.133,1.792,1.877,0.0098,0.000
DATA,165144,-0.782,0.780,25.713,5.466,1.898,1.956,1.777,0.0098,0.000
DATA,165164,-0.618,0.780,22.665,4.894,1.791,1.531,1.600,0.0108,0.000
DATA,165184,-0.417,0.780,18.274,4.189,1.628,1.514,1.565,0.0112,0.000
DATA,165204,-0.039,0.780,17.604,2.865,1.420,1.358,1.110,0.0115,0.000
DATA,165224,-0.049,0.780,22.665,2.900,1.315,1.445,1.672,0.0123,0.000
DATA,165244,0.619,0.780,20.165,0.562,0.893,1.133,1.042,0.0112,0.000
DATA,165264,0.569,0.780,-5.994,0.740,0.809,0.835,0.496,0.0119,0.000
DATA,165284,0.587,0.780,16.140,0.675,0.687,0.441,1.097,0.0121,0.000
DATA,165304,0.778,0.780,-6.482,0.006,0.573,1.364,0.852,0.0134,0.000
DATA,165324,0.718,0.780,1.201,0.219,0.505,0.581,0.384,0.0141,0.000
DATA,165344,0.719,0.780,-2.274,0.212,0.454,0.317,0.248,0.0141,0.000
DATA,165364,0.646,0.780,-9.713,0.471,0.485,0.218,0.221,0.0145,0.000
DATA,165384,0.483,0.780,-12.030,1.039,0.584,0.166,0.221,0.0153,0.000
DATA,165404,0.445,0.780,12.787,1.173,0.606,1.383,0.221,0.0157,0.000
DATA,165424,0.703,0.780,29.860,0.271,0.216,0.480,1.421,0.0129,0.000
DATA,165444,0.954,0.780,-14.713,-0.608,0.086,0.284,0.623,0.0135,0.000
DATA,165464,0.620,0.780,-19.591,0.559,0.264,0.202,0.330,0.0156,0.000
DATA,165484,0.324,0.780,-17.762,1.596,0.465,0.164,0.224,0.0171,0.000
DATA,165504,0.052,0.780,-15.262,2.547,0.673,0.164,0.206,0.0181,0.000
DATA,165524,-0.138,0.780,-9.591,3.213,0.885,0.832,0.437,0.0194,0.000
DATA,165544,-0.152,0.780,13.518,3.261,0.919,1.090,0.797,0.0194,0.000
DATA,165564,0.207,0.780,2.116,2.006,0.797,0.912,1.058,0.0191,0.000
DATA,165584,-0.184,0.780,-24.287,3.373,1.079,0.425,0.638,0.0217,0.000
DATA,165604,-0.416,0.780,12.055,4.186,1.226,1.820,0.334,0.0221,0.000
DATA,165624,-0.170,0.780,25.957,3.325,1.038,1.143,1.514,0.0204,0.000
DATA,165644,0.146,0.780,-5.506,2.221,0.898,0.436,1.329,0.0201,0.000
DATA,165664,-0.384,0.780,-16.970,4.073,1.184,1.125,0.513,0.0225,0.000
DATA,165684,-0.060,0.780,30.591,2.939,0.959,0.873,1.231,0.0204,0.000
DATA,165704,0.491,0.780,-4.774,1.013,0.732,0.760,0.884,0.0196,0.000
DATA,165724,-0.015,0.780,-12.335,2.782,0.965,1.498,0.666,0.0220,0.000
DATA,165744,0.251,0.780,36.933,1.853,0.696,1.188,1.674,0.0202,0.000
DATA,165764,0.903,0.780,-5.689,-0.431,0.358,0.486,0.875,0.0189,0.000
DATA,165784,0.504,0.780,-21.848,0.966,0.554,0.287,0.389,0.0210,0.000
DATA,165804,0.050,0.780,-7.579,2.554,0.763,0.246,0.250,0.0219,0.000
DATA,165824,0.374,0.780,34.494,1.422,0.511,1.080,1.269,0.0200,0.000
DATA,165844,1.001,0.780,-6.726,-0.773,0.255,0.523,0.815,0.0194,0.000
DATA,165864,0.521,0.780,-15.994,0.906,0.440,0.299,0.377,0.0213,0.000
DATA,165884,0.231,0.780,-9.226,1.921,0.576,0.214,0.245,0.0217,0.000
DATA,165904,0.085,0.780,-7.091,2.432,0.697,0.829,0.211,0.0217,0.000
DATA,165924,0.257,0.780,23.031,1.831,0.509,0.910,0.584,0.0197,0.000
DATA,165944,0.754,0.780,3.152,0.093,0.252,0.478,0.861,0.0187,0.000
DATA,165964,0.428,0.780,-13.799,1.232,0.362,0.285,0.387,0.0199,0.000
DATA,165984,0.144,0.780,-9.348,2.226,0.481,0.202,0.249,0.0202,0.000
DATA,166004,-0.072,0.780,-3.433,2.984,0.586,0.900,0.244,0.0200,0.000
