type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,31654,1.216044,0.780001,19.611357,-1.526153,-1.858278,-1.398284,-2.200318,-0.040517,0.000000,425
DATA,31724,0.720861,0.780001,-3.803296,0.206988,-2.174011,-2.159571,-1.976557,-0.046709,0.000000,426
DATA,31794,1.164010,0.780001,-3.681344,-1.344035,-2.434114,-2.231190,-2.012660,-0.051916,0.000000,427
DATA,31864,0.620865,0.780001,-21.059406,0.556974,-2.182813,-2.163913,-2.373880,-0.051156,0.000000,428
DATA,31934,-0.433465,0.780001,0.099146,4.247128,-1.623882,-1.627590,-1.591858,-0.051069,0.000000,429
DATA,32004,0.339524,0.780001,-12.095984,1.541669,-1.658309,-1.863385,-1.941457,-0.052901,0.000000,430
DATA,32074,0.181186,0.780001,0.221098,2.095853,-1.469354,-1.948757,-1.747287,-0.051456,0.000000,431
DATA,32144,-0.088469,0.780001,1.440611,3.039644,-1.424966,-0.918786,-1.646937,-0.051797,0.000000,432
DATA,32214,0.740798,0.780001,1.318660,0.137209,-1.659673,-1.073491,-1.855479,-0.052543,0.000000,433
DATA,32284,0.162316,0.780001,-3.376466,2.161896,-1.519112,-1.360360,-1.753857,-0.050133,0.000000,434
DATA,32354,0.091022,0.780001,26.623558,2.411425,-1.477033,-0.736217,-1.711179,-0.050309,0.000000,435
DATA,32424,0.825738,0.780001,-13.925254,-0.160081,-1.789439,-1.846177,-1.812228,-0.050722,0.000000,436
DATA,32494,-0.377493,0.780001,-8.803299,4.051228,-1.191933,-2.035790,-1.210556,-0.046114,0.000000,437
DATA,32564,-0.282568,0.780001,14.733305,3.718989,-1.095357,-1.175672,-1.703472,-0.047207,0.000000,438
DATA,32634,0.709841,0.780001,8.452812,0.245559,-1.329032,-2.018757,-1.159790,-0.045933,0.000000,439
DATA,32704,0.054213,0.780001,-13.559401,2.540257,-0.837682,-0.554966,-1.074727,-0.038645,0.000000,440
DATA,32774,-0.134556,0.780001,1.562562,3.200949,-0.463555,-0.308599,-0.194326,-0.032540,0.000000,441
DATA,32844,-0.571130,0.780001,-8.742324,4.728958,0.191747,-0.282468,-0.098452,-0.024187,0.000000,442
DATA,32914,-1.653066,0.780001,-16.547209,8.515735,1.572566,1.394382,0.000000,-0.011801,0.000000,443
DATA,32984,-0.903005,0.780001,16.806479,5.890519,2.212587,2.094287,1.497167,-0.001050,0.000000,444
DATA,33054,-0.835600,0.780001,19.916235,5.654601,2.337799,2.134862,1.965452,0.010480,0.000000,445
DATA,33124,0.013862,0.780001,12.233302,2.681484,1.738965,1.734080,1.702850,0.014955,0.000000,446
DATA,33194,0.483001,0.780001,-14.474036,1.039497,1.412361,1.146299,1.320440,0.021325,0.000000,447
DATA,33264,0.018907,0.780001,6.928420,2.663829,1.111154,1.042851,0.771616,0.022586,0.000000,448
DATA,33334,0.353628,0.780001,19.550381,1.492304,0.450228,0.424976,0.747105,0.017448,0.000000,449
DATA,33404,1.409936,0.780001,29.916243,-2.204775,-0.949234,0.000000,0.204105,0.008145,0.000000,450
