type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r
DATA,38824,-1.088,0.820,-8.279,6.677,1.192,1.148,-0.168
DATA,38844,-1.160,0.820,1.233,6.930,1.422,0.921,0.000
DATA,38864,-1.185,0.820,10.257,7.018,1.587,0.706,1.102
DATA,38884,-0.842,0.820,19.282,5.817,1.579,1.271,1.306
DATA,38904,-0.699,0.820,13.184,5.317,1.569,1.229,0.986
DATA,38924,-0.441,0.820,25.501,4.412,1.460,1.168,1.600
DATA,38944,-0.135,0.820,28.184,3.342,1.277,1.320,1.410
DATA,38964,0.439,0.820,18.001,1.333,1.021,1.117,1.165
DATA,38984,0.500,0.820,-7.974,1.121,0.968,0.802,0.720
DATA,39004,0.332,0.820,8.489,1.709,0.887,1.175,0.408
DATA,39024,1.064,0.820,25.379,-0.854,0.511,1.234,1.065
DATA,39044,1.326,0.820,3.794,-1.772,0.235,0.454,0.665
DATA,39064,1.131,0.820,-13.706,-1.088,0.172,0.276,0.342
DATA,39084,0.769,0.820,-13.157,0.179,0.221,0.198,0.229
DATA,39104,0.442,0.820,-13.279,1.323,0.313,0.154,0.173
DATA,39124,0.130,0.820,-12.425,2.414,0.448,0.126,0.138
DATA,39144,-0.203,0.820,-11.694,3.579,0.616,0.107,0.116
DATA,39164,-0.302,0.820,18.916,3.926,0.673,1.277,0.104
DATA,39184,0.052,0.820,10.989,2.687,0.558,0.733,0.799
DATA,39204,0.263,0.820,0.318,1.948,0.474,0.474,0.747
DATA,39224,0.001,0.820,-10.718,2.866,0.559,0.283,0.363
DATA,39244,-0.332,0.820,-5.291,4.033,0.723,0.245,0.238
DATA,39264,-0.690,0.820,5.806,5.284,0.822,1.398,0.228
DATA,39284,-0.177,0.820,27.636,3.488,0.616,0.818,0.396
DATA,39304,0.626,0.820,29.953,0.678,0.230,0.554,1.111
DATA,39324,0.804,0.820,8.367,0.058,0.010,0.310,0.874
DATA,39344,0.816,0.820,11.660,0.015,-0.177,0.214,0.387
DATA,39364,0.989,0.820,15.989,-0.590,-0.433,0.164,0.249
DATA,39384,1.307,0.820,19.587,-1.706,-0.768,0.133,0.184
DATA,39404,1.777,0.820,17.940,-3.350,-1.176,0.112,0.146
DATA,39424,2.048,0.820,7.818,-4.299,-1.552,-1.039,-0.880
DATA,39444,2.450,0.820,17.331,-5.706,-2.006,-0.866,-0.919
DATA,39464,2.719,0.820,-19.438,-6.646,-2.334,-1.832,-1.528
DATA,39484,2.209,0.820,-22.486,-4.861,-2.353,-1.875,-1.618
DATA,39504,1.620,0.820,-26.389,-2.800,-2.277,-1.829,-2.119
DATA,39524,0.885,0.820,-34.682,-0.226,-2.070,-1.917,-2.140
DATA,39544,0.385,0.820,-30.474,1.524,-1.838,-1.933,-2.096
DATA,39564,-0.049,0.820,-12.486,3.043,-1.556,-1.777,-1.563
DATA,39584,-0.298,0.820,-20.047,3.913,-1.307,-1.463,-1.546
DATA,39604,-0.203,0.820,-14.377,3.581,-1.141,-1.268,-1.352
DATA,39624,-0.342,0.820,-7.425,4.066,-0.937,-1.148,-1.253
DATA,39644,-0.059,0.820,8.916,3.077,-0.943,-0.635,-0.491
DATA,39664,0.373,0.820,-4.743,1.563,-0.989,-0.588,-0.491
DATA,39684,0.112,0.820,-25.657,2.478,-0.786,-1.401,-0.361
DATA,39704,-0.124,0.820,-18.523,3.304,-0.511,-0.516,-1.294
DATA,39724,-0.211,0.820,-11.694,3.607,-0.308,-0.298,-0.671
DATA,39744,-0.128,0.820,-8.401,3.319,-0.175,-0.208,-0.341
DATA,39764,-0.254,0.820,-15.901,3.757,0.016,-0.161,-0.229
DATA,39784,-0.625,0.820,-25.474,5.058,0.360,-0.131,-0.173
DATA,39804,-1.158,0.820,-30.779,6.923,0.835,-0.110,-0.139
DATA,39824,-1.857,0.820,-35.413,9.368,1.458,-0.095,0.000
DATA,39844,-2.897,0.820,-37.426,13.010,2.236,1.155,0.657
DATA,39864,-3.266,0.820,-11.694,14.302,2.969,1.211,1.234
DATA,39884,-3.419,0.820,22.514,14.837,3.398,2.546,2.318
DATA,39904,-2.884,0.820,26.599,12.964,3.615,2.757,2.541
DATA,39924,-2.451,0.820,35.745,11.450,3.718,2.874,2.910
DATA,39944,-1.825,0.820,40.562,9.257,3.642,3.339,3.537
DATA,39964,-1.075,0.820,37.757,6.634,3.443,3.294,3.272
DATA,39984,-0.677,0.820,39.831,5.240,3.168,3.344,2.965
DATA,40004,-0.170,0.820,38.062,3.463,2.817,2.842,2.752
DATA,40024,0.199,0.820,34.892,2.172,2.464,2.521,2.662
DATA,40044,0.880,0.820,36.172,-0.209,2.009,2.353,2.413
DATA,40064,1.634,0.820,34.526,-2.848,1.466,1.807,2.070
DATA,40084,2.525,0.820,20.867,-5.969,0.867,1.644,1.700
DATA,40104,2.337,0.820,-19.072,-5.308,0.613,0.699,0.895
DATA,40124,1.755,0.820,-27.547,-3.272,0.623,0.536,0.925
DATA,40144,1.093,0.820,-32.791,-0.955,0.809,0.303,0.905
DATA,40164,0.216,0.820,-26.145,2.115,1.082,1.760,0.460
DATA,40184,-0.066,0.820,5.806,3.103,1.166,0.956,0.678
DATA,40204,0.163,0.820,22.392,2.300,0.994,1.162,1.404
DATA,40224,0.612,0.820,5.257,0.727,0.798,1.506,0.772
DATA,40244,0.344,0.820,-7.547,1.665,0.835,0.478,0.634
DATA,40264,0.161,0.820,5.014,2.306,0.835,0.357,1.223
DATA,40284,0.262,0.820,6.050,1.954,0.793,1.565,0.784
DATA,40304,0.575,0.820,9.831,0.856,0.616,0.504,0.976
DATA,40324,0.700,0.820,12.635,0.421,0.461,0.324,1.032
DATA,40344,0.746,0.820,-1.084,0.259,0.353,0.324,0.495
DATA,40364,0.713,0.820,-3.645,0.375,0.306,0.375,0.290
DATA,40384,1.023,0.820,14.648,-0.712,0.179,0.894,0.205
DATA,40404,1.161,0.820,9.038,-1.194,-0.070,0.391,0.159
DATA,40424,1.167,0.820,0.867,-1.213,-0.242,0.251,0.129
DATA,40444,1.164,0.820,5.014,-1.203,-0.419,0.185,0.109
DATA,40464,1.259,0.820,7.940,-1.538,-0.637,0.146,0.094
DATA,40484,1.424,0.820,10.135,-2.115,-0.903,0.121,0.083
DATA,40504,1.632,0.820,5.806,-2.844,-1.186,0.000,0.000
DATA,40524,1.559,0.820,-7.486,-2.588,-1.328,-1.152,-0.827
DATA,40544,1.565,0.820,-7.547,-2.609,-1.447,-1.181,-0.746
DATA,40564,1.343,0.820,-11.206,-1.831,-1.502,-0.910,-1.278
DATA,40584,1.110,0.820,-19.072,-1.015,-1.484,-1.216,-0.880
DATA,40604,0.853,0.820,-12.852,-0.114,-1.434,-1.420,-1.152
DATA,40624,0.535,0.820,-28.523,0.998,-1.308,-1.324,-1.256
DATA,40644,-0.147,0.820,-20.474,3.386,-1.007,-1.046,-1.235
DATA,40664,-0.010,0.820,-3.706,2.906,-0.906,-0.780,-1.207
DATA,40684,0.058,0.820,-5.230,2.666,-0.836,-1.292,-0.482
DATA,40704,0.251,0.820,11.294,1.991,-0.876,-0.953,-0.285
DATA,40724,0.486,0.820,9.953,1.169,-0.997,-0.444,-0.210
DATA,40744,1.117,0.820,-0.291,-1.039,-1.111,-0.374,-0.826
DATA,40764,0.514,0.820,-44.865,1.071,-0.805,-1.560,-1.402
DATA,40784,-0.007,0.820,-15.535,2.895,-0.491,-0.742,-0.694
DATA,40804,-0.002,0.820,-11.694,2.877,-0.391,-0.360,-0.956
DATA,40824,-0.159,0.820,-9.621,3.427,-0.197,-0.238,-0.419
DATA,40844,-0.060,0.820,-22.121,3.081,-0.021,-0.203,-0.419
DATA,40864,-0.786,0.820,-28.767,5.622,0.434,-0.742,-0.339
DATA,40884,-1.319,0.820,-21.877,7.487,0.895,-0.453,-0.228
DATA,40904,-1.781,0.820,-19.986,9.103,1.394,0.000,0.000
DATA,40924,-2.135,0.820,-18.035,10.342,1.912,0.976,0.830
DATA,40944,-2.516,0.820,-8.218,11.677,2.433,1.640,1.013
DATA,40964,-2.405,0.820,15.014,11.286,2.714,1.957,1.797
DATA,40984,-2.045,0.820,27.636,10.026,2.824,2.378,2.272
DATA,41004,-1.910,0.820,33.672,9.554,2.841,2.450,2.414
DATA,41024,-1.427,0.820,29.831,7.866,2.771,2.386,2.491
DATA,41044,-0.934,0.820,30.196,6.140,2.602,2.196,2.668
DATA,41064,-0.267,0.820,35.501,3.803,2.326,2.325,2.689
DATA,41084,0.304,0.820,32.514,1.805,1.992,1.941,2.379
DATA,41104,0.650,0.820,23.123,0.595,1.688,1.863,2.011
DATA,41124,0.706,0.820,15.867,0.398,1.465,1.768,1.692
DATA,41144,0.471,0.820,21.904,1.220,1.252,1.462,1.333
DATA,41164,0.746,0.820,16.965,0.257,0.954,1.557,0.994
DATA,41184,0.714,0.820,10.562,0.370,0.773,1.082,0.821
DATA,41204,0.869,0.820,25.379,-0.171,0.472,0.427,1.166
DATA,41224,1.274,0.820,15.989,-1.588,0.097,0.264,0.880
DATA,41244,1.325,0.820,10.318,-1.767,-0.171,0.192,0.484
DATA,41264,1.425,0.820,16.660,-2.118,-0.490,0.151,0.287
DATA,41284,1.746,0.820,26.599,-3.239,-0.959,0.124,0.203
DATA,41304,2.170,0.820,33.306,-4.724,-1.563,0.000,-0.876
DATA,41324,2.637,0.820,17.209,-6.360,-2.187,-0.980,-1.162
DATA,41344,2.986,0.820,20.440,-7.582,-2.773,-1.700,-1.326
DATA,41364,3.091,0.820,-0.474,-7.950,-3.210,-2.218,-2.209
DATA,41384,3.039,0.820,-12.425,-7.768,-3.511,-2.748,-2.416
DATA,41404,3.076,0.820,-16.145,-7.898,-3.776,-2.988,-2.685
DATA,41424,2.947,0.820,-24.926,-7.445,-3.931,-3.407,-3.567
DATA,41444,2.456,0.820,-31.694,-5.725,-3.967,-3.624,-3.741
DATA,41464,1.982,0.820,-31.511,-4.067,-3.899,-3.766,-3.708
DATA,41484,1.875,0.820,-31.938,-3.694,-3.782,-3.671,-3.604
DATA,41504,1.297,0.820,-32.304,-1.670,-3.608,-3.650,-3.407
DATA,41524,0.811,0.820,-32.304,0.033,-3.372,-3.457,-3.775
DATA,41544,0.115,0.820,-26.755,2.469,-3.090,-3.206,-3.432
DATA,41564,-0.288,0.820,-28.401,3.880,-2.757,-3.063,-3.134
DATA,41584,-0.432,0.820,-8.828,4.384,-2.480,-2.565,-2.940
DATA,41604,-0.444,0.820,7.879,4.423,-2.408,-2.465,-2.722
DATA,41624,-0.101,0.820,0.379,3.224,-2.427,-2.634,-2.511
DATA,41644,0.042,0.820,0.562,2.725,-2.381,-2.395,-2.330
DATA,41664,0.089,0.820,-4.072,2.558,-2.323,-2.274,-2.431
DATA,41684,0.268,0.820,-6.023,1.932,-2.256,-2.362,-2.303
DATA,41704,0.537,0.820,-7.974,0.990,-2.231,-2.160,-1.969
DATA,41724,0.496,0.820,-19.194,1.134,-2.137,-2.384,-2.320
DATA,41744,0.236,0.820,-26.511,2.042,-1.954,-2.317,-2.135
DATA,41764,-0.256,0.820,-20.657,3.766,-1.684,-2.075,-2.131
DATA,41784,-0.616,0.820,-11.572,5.027,-1.388,-1.557,-1.662
DATA,41804,-0.864,0.820,-16.694,5.893,-1.107,-1.477,-1.562
DATA,41824,-0.932,0.820,-3.584,6.131,-0.870,-1.004,-1.202
DATA,41844,-1.020,0.820,-15.779,6.441,-0.496,-1.265,-1.094
DATA,41864,-1.247,0.820,15.684,7.235,-0.302,-0.649,-0.486
DATA,41884,-0.888,0.820,18.062,5.978,-0.314,-0.505,-0.287
DATA,41904,-0.631,0.820,14.526,5.080,-0.343,-0.293,-0.203
DATA,41924,-0.428,0.820,8.184,4.367,-0.360,-0.207,-0.158
DATA,41944,-0.372,0.820,3.672,4.172,-0.325,-0.159,-0.128
DATA,41964,-0.360,0.820,7.087,4.131,-0.304,-0.130,-0.109
DATA,41984,-0.263,0.820,5.745,3.792,-0.300,-0.109,-0.094
DATA,42004,-0.230,0.820,3.306,3.674,-0.276,-0.095,-0.083
DATA,42024,-0.234,0.820,1.660,3.688,-0.233,-0.083,-0.074
DATA,42044,-0.277,0.820,-0.108,3.838,-0.171,-0.075,-0.067
DATA,42064,-0.340,0.820,-1.511,4.058,-0.084,-0.067,-0.061
DATA,42084,-0.456,0.820,-3.035,4.466,0.033,-0.061,-0.056
DATA,42104,-0.593,0.820,-4.377,4.946,0.184,-0.056,-0.052
DATA,42124,-0.720,0.820,-5.718,5.390,0.367,-0.052,-0.048
DATA,42144,-0.893,0.820,-6.755,5.996,0.588,-0.049,-0.045
DATA,42164,-1.046,0.820,-7.974,6.530,0.842,-0.045,-0.043
DATA,42184,-1.235,0.820,-9.743,7.193,1.141,-0.043,-0.040
DATA,42204,-1.652,0.820,-5.108,8.652,1.463,0.000,-0.038
DATA,42224,-1.578,0.820,17.940,8.394,1.651,1.129,1.090
DATA,42244,-1.188,0.820,2.453,7.028,1.730,0.628,1.234
DATA,42264,-1.247,0.820,23.367,7.235,1.839,1.484,1.031
DATA,42284,-0.613,0.820,28.550,5.015,1.657,1.479,1.348
DATA,42304,-0.343,0.820,27.148,4.072,1.536,1.321,1.141
DATA,42324,0.338,0.820,21.111,1.687,1.244,1.202,1.695
DATA,42344,0.753,0.820,23.855,0.235,0.936,0.996,1.238
DATA,42364,1.062,0.820,7.879,-0.847,0.708,0.646,1.105
DATA,42384,1.065,0.820,-2.913,-0.857,0.589,0.337,0.430
DATA,42404,0.986,0.820,-5.352,-0.579,0.525,0.227,0.266
DATA,42424,0.830,0.820,-6.999,-0.035,0.502,0.177,0.193
DATA,42444,0.739,0.820,-6.389,0.282,0.496,0.177,0.180
DATA,42464,0.571,0.820,-9.255,0.872,0.537,0.177,0.419
DATA,42484,0.543,0.820,-1.023,0.970,0.578,0.177,1.177
DATA,42504,0.706,0.820,9.587,0.401,0.464,0.170,0.869
DATA,42524,1.031,0.820,13.489,-0.737,0.183,1.502,0.388
DATA,42544,1.151,0.820,-9.986,-1.157,0.086,0.725,0.249
DATA,42564,0.794,0.820,-21.450,0.092,0.197,0.356,0.184
DATA,42584,0.357,0.820,-23.523,1.620,0.401,0.235,0.145
DATA,42604,-0.180,0.820,-21.633,3.501,0.686,0.215,0.121
DATA,42624,-0.378,0.820,-5.352,4.194,0.887,1.327,0.110
DATA,42644,-0.302,0.820,-12.913,3.928,1.074,1.271,1.681
DATA,42664,-0.593,0.820,-20.413,4.945,1.353,0.579,0.940
DATA,42684,-0.868,0.820,6.355,5.909,1.534,1.480,1.445
DATA,42704,-0.493,0.820,6.538,4.595,1.485,1.343,1.631
DATA,42724,-0.814,0.820,-12.974,5.718,1.714,1.707,1.573
DATA,42744,-0.789,0.820,1.660,5.632,1.819,1.697,1.302
DATA,42764,-0.971,0.820,5.440,6.267,1.961,1.684,2.169
DATA,42784,-0.780,0.820,12.696,5.599,1.951,1.702,2.083
DATA,42804,-0.484,0.820,17.270,4.566,1.937,2.070,2.242
DATA,42824,-0.189,0.820,11.904,3.531,1.875,1.950,1.734
DATA,42844,-0.126,0.820,8.794,3.310,1.796,1.744,1.745
DATA,42864,-0.108,0.820,19.953,3.248,1.704,1.812,1.801
DATA,42884,-0.019,0.820,12.879,2.938,1.569,1.994,1.483
DATA,42904,0.084,0.820,10.867,2.575,1.454,1.619,1.470
DATA,42924,-0.122,0.820,11.477,3.296,1.411,1.542,1.245
DATA,42944,0.252,0.820,18.916,1.989,1.191,1.278,1.784
DATA,42964,0.405,0.820,20.257,1.452,0.946,0.906,1.499
DATA,42984,0.778,0.820,4.404,0.146,0.744,0.714,0.941
DATA,43004,0.861,0.820,17.270,-0.142,0.586,0.402,0.615
DATA,43024,1.352,0.820,27.879,-1.863,0.148,1.090,0.395
DATA,43044,1.968,0.820,12.575,-4.018,-0.284,0.726,0.913
DATA,43064,1.991,0.820,-6.206,-4.097,-0.539,0.355,0.395
DATA,43084,2.004,0.820,-1.511,-4.144,-0.774,0.000,0.252
DATA,43104,2.002,0.820,-4.194,-4.138,-1.002,0.000,0.186
DATA,43124,1.936,0.820,-8.828,-3.905,-1.187,-0.592,-0.939
DATA,43144,1.656,0.820,-2.669,-2.927,-1.309,-0.458,-0.653
DATA,43164,1.612,0.820,-26.389,-2.773,-1.375,-0.697,-1.071
DATA,43184,0.903,0.820,-22.486,-0.289,-1.209,-1.466,-1.081
DATA,43204,0.724,0.820,-7.182,0.336,-1.185,-0.489,-0.873
DATA,43224,0.880,0.820,-25.108,-0.211,-1.166,-1.333,-1.104
DATA,43244,0.289,0.820,-10.718,1.857,-0.987,-0.985,-0.679
DATA,43264,0.385,0.820,-1.145,1.522,-1.002,-0.570,-1.041
DATA,43284,0.231,0.820,-20.718,2.062,-0.906,-1.132,-1.359
DATA,43304,-0.216,0.820,1.416,3.624,-0.756,-0.929,-0.689
DATA,43324,0.074,0.820,11.965,2.613,-0.852,-0.401,-0.781
DATA,43344,0.360,0.820,10.075,1.608,-0.974,-0.286,-0.937
DATA,43364,0.553,0.820,-6.206,0.935,-1.025,-1.746,-0.535
DATA,43384,0.747,0.820,16.050,0.255,-1.181,-1.046,-0.535
DATA,43404,1.118,0.820,11.538,-1.045,-1.495,-0.667,-1.648
DATA,43424,1.141,0.820,-27.730,-1.122,-1.457,-1.873,-1.145
DATA,43444,0.805,0.820,-28.523,0.052,-1.348,-1.537,-1.690
DATA,43464,0.370,0.820,-13.828,1.574,-1.159,-1.235,-1.091
DATA,43484,0.122,0.820,-26.389,2.442,-1.017,-1.406,-1.303
DATA,43504,-0.394,0.820,-12.304,4.250,-0.734,-1.320,-0.886
DATA,43524,-0.465,0.820,10.014,4.499,-0.661,-0.457,-1.152
DATA,43544,0.061,0.820,5.075,2.657,-0.650,-1.191,-0.600
DATA,43564,-0.326,0.820,-6.084,4.012,-0.478,-0.617,-0.324
DATA,43584,-0.163,0.820,13.428,3.442,-0.484,-0.470,-0.302
DATA,43604,0.121,0.820,13.977,2.446,-0.609,-0.652,-0.302
DATA,43624,0.394,0.820,12.209,1.491,-0.742,-0.445,-0.246
DATA,43644,0.793,0.820,0.745,0.095,-0.870,-0.298,-0.182
DATA,43664,0.527,0.820,-39.133,1.026,-0.640,-1.397,-1.815
DATA,43684,-0.234,0.820,-16.084,3.690,-0.307,-0.607,-1.351
DATA,43704,-0.458,0.820,-11.755,4.472,-0.094,-0.325,-0.550
DATA,43724,-0.522,0.820,-2.730,4.699,0.074,-0.222,-0.550
DATA,43744,-0.538,0.820,-5.901,4.752,0.225,-0.169,-0.316
DATA,43764,-0.634,0.820,-8.706,5.088,0.420,-0.136,-0.218
DATA,43784,-0.826,0.820,-10.901,5.761,0.670,-0.114,-0.166
DATA,43804,-1.072,0.820,-12.182,6.622,0.973,0.000,-0.134
DATA,43824,-1.192,0.820,-12.486,7.042,1.313,0.940,0.000
DATA,43844,-1.708,0.820,-9.621,8.848,1.692,0.506,0.424
DATA,43864,-1.731,0.820,26.111,8.927,1.873,1.010,1.636
DATA,43884,-1.129,0.820,20.745,6.821,1.780,1.442,1.531
DATA,43904,-0.795,0.820,30.257,5.651,1.703,1.208,1.435
DATA,43924,-0.366,0.820,22.148,4.151,1.517,1.361,1.785
DATA,43944,-0.093,0.820,27.270,3.195,1.347,1.372,1.290
DATA,43964,0.579,0.820,23.306,0.844,1.040,1.262,1.353
DATA,43984,0.765,0.820,19.038,0.192,0.807,0.862,0.860
DATA,44004,0.960,0.820,5.989,-0.491,0.549,0.933,0.550
DATA,44024,0.760,0.820,-11.938,0.211,0.501,0.785,1.087
DATA,44044,0.438,0.820,-9.133,1.336,0.562,0.371,0.427
DATA,44064,0.187,0.820,-2.182,2.217,0.622,0.242,0.265
DATA,44084,0.054,0.820,6.355,2.679,0.618,0.189,0.227
DATA,44104,0.439,0.820,20.623,1.334,0.403,1.099,0.227
DATA,44124,0.717,0.820,11.233,0.362,0.191,0.698,0.227
DATA,44144,0.923,0.820,18.550,-0.360,-0.059,0.349,0.254
DATA,44164,1.168,0.820,12.392,-1.216,-0.348,0.233,0.721
DATA,44184,1.202,0.820,10.135,-1.336,-0.574,0.175,0.356
DATA,44204,1.401,0.820,13.916,-2.035,-0.872,0.000,0.236
DATA,44224,1.710,0.820,11.599,-3.116,-1.213,-0.687,0.176
DATA,44244,1.836,0.820,13.672,-3.555,-1.542,-0.764,-0.979
DATA,44264,2.174,0.820,-8.096,-4.738,-1.860,-0.740,-1.009
DATA,44284,1.831,0.820,-15.413,-3.539,-1.932,-1.627,-1.329
DATA,44304,1.625,0.820,-27.121,-2.819,-1.966,-1.823,-1.503
DATA,44324,1.180,0.820,-19.255,-1.261,-1.858,-1.576,-1.579
DATA,44344,0.535,0.820,-22.365,0.998,-1.662,-1.617,-1.766
DATA,44364,0.317,0.820,-20.779,1.762,-1.512,-1.476,-1.695
DATA,44384,0.246,0.820,-10.474,2.010,-1.378,-1.126,-1.157
DATA,44404,0.390,0.820,-24.986,1.504,-1.285,-1.374,-1.619
DATA,44424,0.149,0.820,-12.121,2.350,-1.111,-1.216,-1.331
DATA,44444,0.133,0.820,-19.316,2.404,-0.953,-1.294,-1.180
DATA,44464,-0.085,0.820,-5.352,3.169,-0.783,-1.163,-0.948
DATA,44484,0.141,0.820,9.404,2.377,-0.816,-0.455,-0.403
DATA,44504,0.430,0.820,1.294,1.364,-0.883,-0.276,-0.256
DATA,44524,0.582,0.820,-22.730,0.831,-0.826,-0.833,-0.230
DATA,44544,-0.172,0.820,-44.804,3.472,-0.386,-1.059,-1.440
DATA,44564,-0.645,0.820,-16.206,5.127,0.003,-0.698,-1.071
DATA,44584,-0.696,0.820,-14.255,5.306,0.288,0.000,0.000
DATA,44604,-0.914,0.820,-21.755,6.070,0.641,0.000,0.000
DATA,44624,-1.359,0.820,-27.852,7.627,1.118,0.000,0.000
DATA,44644,-2.024,0.820,-32.608,9.954,1.741,0.000,0.000
DATA,44664,-2.798,0.820,-20.413,12.662,2.467,1.609,1.423
DATA,44684,-2.827,0.820,4.892,12.764,2.908,1.844,1.611
DATA,44704,-2.703,0.820,13.489,12.332,3.194,2.307,2.181
DATA,44724,-2.420,0.820,23.855,11.342,3.338,2.824,2.541
DATA,44744,-2.090,0.820,34.709,10.185,3.360,2.804,3.013
DATA,44764,-1.431,0.820,34.526,7.878,3.266,3.034,3.234
DATA,44784,-1.004,0.820,31.538,6.384,3.077,3.201,2.842
DATA,44804,-0.651,0.820,37.636,5.148,2.827,2.967,2.647
DATA,44824,-0.157,0.820,33.672,3.418,2.528,2.876,2.624
DATA,44844,0.332,0.820,36.965,1.708,2.173,2.415,2.575
DATA,44864,0.776,0.820,30.928,0.154,1.760,1.942,2.366
DATA,44884,1.166,0.820,33.855,-1.211,1.326,1.855,2.067
DATA,44904,1.494,0.820,27.453,-2.358,0.780,1.327,1.307
DATA,44924,1.791,0.820,2.270,-3.399,0.450,0.858,0.928
DATA,44944,1.967,0.820,-9.377,-4.014,0.203,0.732,0.763
DATA,44964,1.530,0.820,-16.938,-2.485,0.189,0.376,0.365
DATA,44984,1.185,0.820,-13.279,-1.278,0.194,0.244,0.239
DATA,45004,0.928,0.820,-9.804,-0.377,0.197,0.181,0.178
