type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg
DATA,178364,1.439,1.132,-29.978,-1.076,1.247,1.171,1.858,0.0365,0.352
DATA,178384,0.245,1.307,-67.966,3.718,2.013,1.056,0.978,0.0441,0.527
DATA,178404,-0.657,1.307,-25.771,6.876,2.728,2.479,1.970,0.0510,0.527
DATA,178424,-1.036,1.483,-26.015,8.818,3.198,2.472,3.281,0.0557,0.703
DATA,178444,-1.341,1.483,-9.795,9.886,3.607,3.051,3.104,0.0600,0.703
DATA,178464,-1.316,1.483,-11.929,9.796,3.976,3.478,3.272,0.0645,0.703
DATA,178484,-1.622,1.659,-3.515,11.482,4.340,3.949,3.654,0.0691,0.879
DATA,178504,-1.656,1.659,4.900,11.604,4.634,4.246,4.184,0.0731,0.879
DATA,178524,-1.547,1.659,12.095,11.221,4.814,4.490,4.370,0.0768,0.879
DATA,178544,-1.250,1.659,5.205,10.181,4.982,4.527,4.643,0.0812,0.879
DATA,178564,-1.111,1.835,4.717,10.309,5.184,4.921,4.898,0.0861,1.055
DATA,178584,-0.858,1.835,3.193,9.423,5.367,4.912,5.023,0.0911,1.055
DATA,178604,-0.551,1.835,-0.527,8.350,5.524,5.231,5.183,0.0963,1.055
DATA,178624,-0.448,2.010,0.205,8.606,5.696,5.503,5.464,0.1021,1.230
DATA,178644,-0.663,2.010,2.278,9.356,5.912,5.509,5.880,0.1083,1.230
DATA,178664,-0.482,2.186,-0.405,9.340,6.083,5.858,5.771,0.1143,1.406
DATA,178684,-0.404,2.186,-6.320,9.068,6.320,5.895,5.865,0.1206,1.406
DATA,178704,-0.723,2.186,-11.137,10.181,6.664,6.082,6.298,0.1277,1.406
DATA,178724,-1.149,2.186,-5.954,11.674,7.045,6.497,6.373,0.1348,1.406
DATA,178744,-1.304,2.186,1.607,12.217,7.360,6.917,6.664,0.1412,1.406
DATA,178764,-1.140,2.186,6.424,11.641,7.534,7.338,6.962,0.1468,1.406
DATA,178784,-1.210,2.186,3.010,11.886,7.763,7.173,7.304,0.1529,1.406
DATA,178804,-0.992,2.186,8.802,11.124,7.902,7.875,7.792,0.1586,1.406
DATA,178824,-0.899,2.186,11.973,10.798,8.011,7.448,7.544,0.1638,1.406
DATA,178844,-0.379,2.186,14.107,8.979,7.963,8.010,8.066,0.1682,1.406
DATA,178864,-0.389,2.186,10.510,9.012,7.984,7.556,7.719,0.1731,1.406
DATA,178884,-0.271,2.186,7.888,8.600,8.023,8.112,7.933,0.1782,1.406
DATA,178904,-0.102,2.186,6.302,8.008,8.049,7.906,8.141,0.1829,1.406
DATA,178924,-0.071,2.186,4.473,7.901,8.086,8.089,7.774,0.1877,1.406
DATA,178944,-0.232,2.186,-1.320,8.464,8.197,7.987,7.835,0.1929,1.406
DATA,178964,-0.355,2.186,-2.356,8.895,8.382,8.266,8.246,0.1982,1.406
DATA,178984,-0.713,2.186,-1.503,10.147,8.585,8.533,8.591,0.2035,1.406
DATA,179004,-0.409,2.186,10.388,9.082,8.682,8.708,8.719,0.2079,1.406
DATA,179024,-0.403,2.186,1.973,9.063,8.795,8.752,8.741,0.2126,1.406
DATA,179044,0.024,2.186,3.680,7.567,8.878,8.559,8.486,0.2170,1.406
DATA,179064,-0.647,2.186,8.802,9.917,9.011,8.763,8.644,0.2216,1.406
DATA,179084,0.002,2.186,9.473,7.644,8.976,9.158,9.249,0.2251,1.406
DATA,179104,0.063,2.186,4.351,7.431,8.985,9.028,8.649,0.2286,1.406
DATA,179124,-0.111,2.186,7.034,8.041,9.012,9.158,8.580,0.2322,1.406
DATA,179144,0.301,2.186,14.351,6.599,8.921,9.028,9.105,0.2349,1.406
DATA,179164,0.215,2.186,14.168,6.898,8.794,8.644,8.622,0.2367,1.406
DATA,179184,0.215,2.186,13.132,6.899,8.721,8.528,8.435,0.2388,1.406
DATA,179204,0.065,2.186,16.363,7.425,8.583,8.971,8.891,0.2401,1.406
DATA,179224,0.033,2.186,21.973,7.537,8.434,8.818,8.868,0.2405,1.406
DATA,179244,0.026,2.186,14.290,7.563,8.302,8.492,8.654,0.2408,1.406
DATA,179264,0.200,2.186,22.095,6.952,8.134,8.370,8.575,0.2404,1.406
DATA,179284,0.070,2.186,33.436,7.407,7.861,8.256,8.141,0.2386,1.406
DATA,179304,0.385,2.186,41.607,6.305,7.425,8.066,7.630,0.2348,1.406
DATA,179324,1.023,2.186,41.546,4.073,6.807,7.251,7.622,0.2302,1.406
DATA,179344,0.932,2.186,31.241,4.390,6.338,6.880,7.053,0.2260,1.406
DATA,179364,0.964,2.186,43.985,4.278,5.770,6.552,6.476,0.2197,1.406
DATA,179384,1.335,2.186,53.254,2.981,5.003,5.710,5.983,0.2114,1.406
DATA,179404,1.894,2.186,50.876,1.024,4.128,5.034,5.117,0.2018,1.406
DATA,179424,2.288,2.186,49.046,-0.354,3.225,4.265,4.474,0.1915,1.406
DATA,179444,2.787,2.186,49.778,-2.101,2.274,3.461,3.328,0.1799,1.406
DATA,179464,3.523,2.186,48.558,-4.678,1.209,2.590,2.463,0.1670,1.406
DATA,179484,4.259,2.186,32.217,-7.254,0.176,1.422,1.264,0.1538,1.406
DATA,179504,4.892,2.186,26.607,-9.470,-0.862,0.917,0.652,0.1407,1.406
DATA,179524,5.394,2.186,30.083,-11.229,-1.923,0.000,0.000,0.1272,1.406
DATA,179544,6.377,2.010,27.949,-15.281,-3.173,-1.547,-1.389,0.1117,1.230
DATA,179564,6.850,1.835,10.205,-17.553,-4.312,-2.377,-2.351,0.0966,1.055
DATA,179584,7.221,1.659,-8.881,-19.467,-5.310,-3.827,-3.590,0.0818,0.879
DATA,179604,7.272,1.483,-19.612,-20.262,-6.139,-4.710,-4.276,0.0673,0.703
DATA,179624,7.001,1.483,-34.734,-19.313,-6.765,-5.393,-5.041,0.0538,0.703
DATA,179644,6.170,1.307,-46.990,-17.021,-7.121,-6.267,-5.885,0.0410,0.527
DATA,179664,5.410,1.132,-41.990,-14.975,-7.319,-6.287,-6.373,0.0282,0.352
DATA,179684,4.800,0.956,-42.966,-13.453,-7.490,-6.856,-6.846,0.0153,0.176
DATA,179704,4.476,0.780,-43.820,-12.934,-7.579,-7.100,-6.696,0.0028,0.000
DATA,179724,4.491,0.604,-50.100,-13.605,-7.638,-7.304,-6.846,-0.0088,-0.176
DATA,179744,3.759,0.604,-61.381,-11.043,-7.452,-7.140,-7.064,-0.0184,-0.176
DATA,179764,3.144,0.428,-51.564,-9.505,-7.195,-6.747,-7.296,-0.0277,-0.352
DATA,179784,2.967,0.428,-43.576,-8.885,-7.038,-6.959,-7.071,-0.0369,-0.352
DATA,179804,2.114,0.253,-44.125,-6.516,-6.791,-6.935,-6.721,-0.0451,-0.527
DATA,179824,1.803,0.253,-46.929,-5.425,-6.454,-6.680,-6.461,-0.0521,-0.527
DATA,179844,1.175,0.077,-48.393,-3.844,-6.015,-6.214,-6.335,-0.0578,-0.703
DATA,179864,0.486,0.077,-51.381,-1.433,-5.448,-5.900,-5.759,-0.0615,-0.703
DATA,179884,0.013,0.077,-39.978,0.224,-4.850,-5.428,-5.307,-0.0645,-0.703
DATA,179904,-0.245,-0.099,-24.551,0.513,-4.399,-4.682,-5.000,-0.0680,-0.879
DATA,179924,-0.388,-0.099,-22.112,1.012,-4.055,-4.437,-4.373,-0.0714,-0.879
DATA,179944,-0.295,-0.099,-18.027,0.686,-3.730,-4.204,-4.105,-0.0740,-0.879
DATA,179964,-0.150,-0.099,-16.137,0.180,-3.493,-3.838,-3.732,-0.0762,-0.879
DATA,179984,-0.399,-0.099,-34.978,1.052,-3.089,-3.560,-3.717,-0.0760,-0.879
DATA,180004,-1.152,-0.099,-43.088,3.686,-2.423,-3.110,-3.224,-0.0734,-0.879
DATA,180024,-1.929,-0.099,-37.051,6.404,-1.631,-2.398,-2.374,-0.0696,-0.879
DATA,180044,-1.990,-0.099,7.095,6.620,-1.216,-1.583,-2.041,-0.0684,-0.879
DATA,180064,-1.509,-0.099,6.668,4.934,-1.048,-1.612,-1.383,-0.0676,-0.879
DATA,180084,-1.322,0.077,-2.295,4.897,-0.848,-1.145,-1.030,-0.0659,-0.703
DATA,180104,-0.935,0.077,-1.990,3.543,-0.705,-0.617,-0.935,-0.0632,-0.703
DATA,180124,-1.314,0.077,-39.125,4.869,-0.169,-1.624,-0.837,-0.0580,-0.703
DATA,180144,-2.051,0.253,-23.942,8.062,0.606,-0.516,-0.723,-0.0510,-0.527
DATA,180164,-2.443,0.253,-26.442,9.435,1.285,-0.296,0.000,-0.0446,-0.527
DATA,180184,-2.725,0.253,-4.978,10.422,1.870,1.306,0.367,-0.0392,-0.527
DATA,180204,-2.877,0.428,-9.795,11.569,2.409,1.335,1.415,-0.0325,-0.352
DATA,180224,-3.199,0.428,-1.320,12.698,2.963,2.162,1.682,-0.0255,-0.352
DATA,180244,-3.565,0.604,3.741,14.593,3.479,2.506,2.088,-0.0187,-0.176
DATA,180264,-3.692,0.604,18.558,15.037,3.866,2.838,3.019,-0.0127,-0.176
DATA,180284,-3.231,0.604,33.254,13.422,3.995,3.402,3.624,-0.0077,-0.176
DATA,180304,-2.614,0.780,27.400,11.879,4.029,3.259,3.348,-0.0029,-0.000
DATA,180324,-2.013,0.780,32.095,9.776,4.012,3.770,3.846,0.0025,0.000
DATA,180344,-1.484,0.956,26.546,8.539,3.914,3.634,3.508,0.0077,0.176
DATA,180364,-1.379,0.956,28.619,8.172,3.827,3.456,3.717,0.0126,0.176
DATA,180384,-1.200,0.956,27.034,7.547,3.717,3.576,3.579,0.0172,0.176
DATA,180404,-0.915,0.956,19.107,6.549,3.631,3.537,3.588,0.0219,0.176
DATA,180424,-0.676,1.132,22.034,6.325,3.528,3.555,3.395,0.0262,0.352
DATA,180444,-0.495,1.132,17.888,5.693,3.412,3.383,3.603,0.0303,0.352
DATA,180464,-0.685,1.132,22.583,6.357,3.299,3.509,3.020,0.0337,0.352
DATA,180484,-0.620,1.132,22.766,6.130,3.142,3.230,2.978,0.0360,0.352
DATA,180504,-0.318,1.307,28.741,5.690,2.945,3.183,3.242,0.0380,0.527
DATA,180524,0.273,1.307,21.912,3.622,2.659,2.898,3.042,0.0393,0.527
DATA,180544,0.594,1.307,15.876,2.495,2.412,2.637,2.997,0.0410,0.527
DATA,180564,0.703,1.307,6.607,2.116,2.194,2.472,2.624,0.0428,0.527
DATA,180584,0.448,1.307,7.949,3.007,2.059,2.313,2.275,0.0441,0.527
DATA,180604,0.325,1.307,12.217,3.440,1.944,1.771,2.113,0.0446,0.527
DATA,180624,0.404,1.307,21.302,3.160,1.728,2.045,2.079,0.0443,0.527
DATA,180644,0.777,1.307,15.388,1.858,1.401,1.794,1.625,0.0429,0.527
DATA,180664,0.889,1.307,12.095,1.463,1.167,1.151,1.479,0.0416,0.527
DATA,180684,1.115,1.307,15.936,0.673,0.899,1.601,1.088,0.0401,0.527
DATA,180704,1.273,1.132,26.180,-0.494,0.455,0.666,1.283,0.0366,0.352
DATA,180724,1.530,1.132,-7.295,-1.393,0.251,0.519,0.544,0.0354,0.352
DATA,180744,1.340,1.132,-7.295,-0.731,0.199,0.298,0.369,0.0347,0.352
DATA,180764,1.349,1.132,1.546,-0.762,0.070,0.209,0.369,0.0329,0.352
DATA,180784,1.399,1.132,1.241,-0.935,-0.101,0.161,0.293,0.0310,0.352
DATA,180804,1.529,1.132,5.997,-1.392,-0.339,0.131,0.206,0.0284,0.352
DATA,180824,1.698,1.132,9.778,-1.981,-0.645,0.000,0.159,0.0255,0.352
DATA,180844,2.010,0.956,13.375,-3.690,-1.053,0.000,0.130,0.0222,0.176
DATA,180864,2.247,0.956,1.180,-4.520,-1.439,-0.266,-1.169,0.0188,0.176
DATA,180884,2.253,0.956,6.485,-4.539,-1.754,-0.958,-0.771,0.0150,0.176
DATA,180904,2.680,0.956,-1.868,-6.034,-2.255,-1.097,-0.492,0.0106,0.176
DATA,180924,2.462,0.956,-29.856,-5.273,-2.397,-1.844,-2.620,0.0079,0.176
DATA,180944,1.749,0.780,-30.771,-3.392,-2.247,-1.840,-1.901,0.0064,0.000
DATA,180964,1.367,0.780,-22.478,-2.055,-2.124,-2.040,-1.806,0.0043,0.000
DATA,180984,0.858,0.780,-11.929,-0.273,-1.966,-1.673,-1.990,0.0020,0.000
DATA,181004,0.804,0.780,-11.198,-0.083,-1.963,-1.424,-1.965,-0.0016,-0.000
DATA,181024,1.224,0.780,-11.746,-1.554,-2.058,-1.878,-2.008,-0.0055,-0.000
DATA,181044,1.548,0.604,9.351,-3.302,-2.196,-1.824,-1.883,-0.0095,-0.176
DATA,181064,1.809,0.604,-23.942,-4.216,-2.268,-2.174,-1.922,-0.0119,-0.176
DATA,181084,1.479,0.604,-38.881,-3.063,-2.071,-2.060,-2.423,-0.0123,-0.176
DATA,181104,0.916,0.604,-39.064,-1.093,-1.712,-1.815,-1.913,-0.0117,-0.176
DATA,181124,0.334,0.604,-27.478,0.945,-1.323,-1.430,-1.542,-0.0107,-0.176
DATA,181144,-0.361,0.604,-41.929,3.377,-0.822,-1.113,-1.489,-0.0089,-0.176
DATA,181164,-1.060,0.604,3.071,5.824,-0.376,-0.629,-0.808,-0.0082,-0.176
DATA,181184,-0.653,0.604,14.473,4.402,-0.479,-0.331,-0.375,-0.0109,-0.176
DATA,181204,-0.414,0.604,14.107,3.564,-0.556,-0.225,-0.245,-0.0124,-0.176
DATA,181224,-0.164,0.604,11.790,2.687,-0.652,-0.192,-0.181,-0.0135,-0.176
DATA,181244,-0.271,0.604,-16.686,3.063,-0.511,-1.142,-0.144,-0.0131,-0.176
DATA,181264,-0.802,0.604,-5.283,4.920,-0.244,-0.605,-0.131,-0.0120,-0.176
DATA,181284,-0.921,0.604,-11.198,5.339,0.004,-0.324,-1.393,-0.0124,-0.176
DATA,181304,-0.901,0.604,18.436,5.270,0.092,-0.222,-0.473,-0.0135,-0.176
DATA,181324,-0.795,0.604,11.912,4.896,0.107,-0.168,-0.282,-0.0144,-0.176
DATA,181344,-0.572,0.604,12.400,4.116,0.066,-0.136,-0.201,-0.0154,-0.176
DATA,181364,-0.353,0.604,13.132,3.350,-0.016,-0.114,-0.156,-0.0162,-0.176
DATA,181384,-0.116,0.604,14.290,2.522,-0.148,-0.098,-0.128,-0.0170,-0.176
DATA,181404,0.155,0.604,15.205,1.572,-0.333,-0.086,-0.108,-0.0179,-0.176
DATA,181424,0.472,0.604,13.619,0.463,-0.561,-0.076,-0.093,-0.0186,-0.176
DATA,181444,0.740,0.604,5.327,-0.477,-0.740,-0.072,-0.087,-0.0184,-0.176
DATA,181464,0.546,0.604,-24.795,0.203,-0.645,-0.819,-1.438,-0.0175,-0.176
DATA,181484,0.290,0.604,8.802,1.101,-0.550,-0.720,-0.654,-0.0173,-0.176
DATA,181504,0.825,0.604,7.339,-0.772,-0.786,-0.355,-0.338,-0.0186,-0.176
DATA,181524,1.078,0.604,-4.185,-1.660,-0.926,-0.278,-0.824,-0.0182,-0.176
DATA,181544,0.567,0.604,-27.051,0.129,-0.629,-0.980,-1.180,-0.0159,-0.176
DATA,181564,0.384,0.604,-7.966,0.769,-0.467,-0.617,-0.772,-0.0149,-0.176
DATA,181584,0.375,0.604,-11.929,0.804,-0.341,-0.401,-0.465,-0.0136,-0.176
DATA,181604,0.230,0.604,-14.307,1.309,-0.158,-0.401,-0.279,-0.0117,-0.176
DATA,181624,-0.045,0.604,-18.393,2.272,0.104,-0.294,-0.200,-0.0093,-0.176
DATA,181644,-0.449,0.780,-22.905,4.302,0.467,-0.206,-0.155,-0.0064,-0.000
DATA,181664,-1.023,0.780,-23.881,6.311,0.949,0.000,0.000,-0.0032,-0.000
DATA,181684,-1.472,0.780,-15.954,7.883,1.449,0.750,0.000,-0.0004,-0.000
DATA,181704,-1.773,0.780,3.802,8.937,1.783,1.337,1.071,0.0022,0.000
DATA,181724,-1.651,0.780,14.046,8.508,1.876,1.310,1.313,0.0035,0.000
DATA,181744,-1.756,0.780,11.851,8.875,2.026,1.181,1.008,0.0049,0.000
DATA,181764,-1.356,0.780,31.119,7.475,1.912,1.549,1.657,0.0047,0.000
DATA,181784,-0.910,0.780,26.546,5.914,1.763,1.519,1.371,0.0049,0.000
DATA,181804,-0.433,0.780,20.449,4.247,1.546,1.202,1.567,0.0050,0.000
DATA,181824,0.067,0.780,33.071,2.495,1.253,1.542,1.476,0.0047,0.000
DATA,181844,0.706,0.780,10.449,0.260,0.932,1.037,1.058,0.0048,0.000
DATA,181864,0.542,0.780,-5.222,0.835,0.897,1.176,0.569,0.0068,0.000
DATA,181884,0.825,0.780,19.168,-0.157,0.640,0.664,0.961,0.0065,0.000
DATA,181904,1.572,0.780,-6.564,-2.772,0.370,0.468,0.973,0.0069,0.000
DATA,181924,1.279,0.956,-20.466,-1.130,0.418,0.449,0.000,0.0098,0.176
DATA,181944,0.802,0.956,-26.015,0.540,0.644,0.273,0.000,0.0136,0.176
DATA,181964,0.297,0.956,-27.173,2.306,0.967,0.215,1.018,0.0171,0.176
DATA,181984,0.119,0.956,5.144,2.927,1.167,1.481,0.427,0.0193,0.176
DATA,182004,-0.139,0.956,-14.125,3.832,1.286,0.618,0.302,0.0201,0.176
DATA,182024,-0.307,0.956,4.778,4.420,1.359,2.038,1.990,0.0216,0.176
DATA,182044,-0.275,0.956,8.193,4.308,1.303,0.850,1.085,0.0221,0.176
DATA,182064,-0.575,0.956,16.180,5.357,1.315,1.404,1.357,0.0220,0.176
DATA,182084,-0.629,0.956,24.778,5.547,1.267,1.455,1.064,0.0221,0.176
DATA,182104,-0.416,0.956,23.071,4.802,1.022,0.484,1.287,0.0195,0.176
DATA,182124,-0.699,0.956,11.607,5.792,0.988,1.691,0.641,0.0194,0.176
DATA,182144,-0.383,0.956,22.522,4.685,0.809,0.575,0.641,0.0170,0.176
DATA,182164,-0.198,0.956,23.558,4.039,0.620,0.406,0.337,0.0142,0.176
DATA,182184,0.475,0.956,59.046,1.683,0.076,0.938,1.257,0.0098,0.176
DATA,182204,1.603,0.780,36.424,-2.880,-0.737,0.799,0.000,0.0048,0.000
DATA,182224,2.030,0.780,29.229,-4.374,-1.364,0.000,0.000,0.0010,0.000
DATA,182244,2.582,0.780,21.790,-6.306,-2.033,-0.507,-0.469,-0.0032,-0.000
DATA,182264,2.827,0.780,9.229,-7.164,-2.539,-1.745,-1.089,-0.0074,-0.000
DATA,182284,3.521,0.604,8.375,-10.209,-3.218,-2.270,-2.156,-0.0131,-0.176
DATA,182304,3.702,0.604,-30.039,-10.842,-3.488,-2.746,-2.800,-0.0156,-0.176
DATA,182324,3.296,0.604,-41.686,-9.422,-3.466,-2.959,-2.797,-0.0164,-0.176
DATA,182344,2.527,0.604,-46.868,-6.730,-3.261,-2.970,-2.905,-0.0167,-0.176
DATA,182364,1.538,0.604,-43.088,-3.269,-2.882,-2.830,-2.688,-0.0164,-0.176
DATA,182384,0.378,0.604,-50.100,0.792,-2.349,-2.604,-2.388,-0.0155,-0.176
DATA,182404,-0.571,0.604,-17.600,4.115,-1.777,-2.134,-1.870,-0.0153,-0.176
DATA,182424,-0.251,0.604,4.412,2.995,-1.699,-1.689,-1.688,-0.0182,-0.176
DATA,182444,-0.114,0.604,-8.027,2.515,-1.522,-1.576,-1.559,-0.0198,-0.176
DATA,182464,0.329,0.604,-6.076,0.964,-1.515,-1.659,-1.408,-0.0220,-0.176
DATA,182484,0.582,0.428,-0.405,-0.538,-1.475,-1.407,-1.422,-0.0228,-0.352
DATA,182504,0.532,0.428,-28.271,-0.362,-1.328,-1.486,-1.538,-0.0230,-0.352
DATA,182524,0.291,0.604,-22.417,1.096,-1.056,-1.251,-1.278,-0.0216,-0.176
DATA,182544,-0.207,0.604,-24.734,2.838,-0.666,-0.955,-0.963,-0.0195,-0.176
DATA,182564,-0.442,0.604,-9.856,3.661,-0.376,-0.648,-0.407,-0.0179,-0.176
DATA,182584,-0.544,0.604,-10.771,4.020,-0.117,-0.336,-0.257,-0.0160,-0.176
DATA,182604,-0.686,0.604,-11.685,4.514,0.154,-0.227,-0.188,-0.0141,-0.176
DATA,182624,-0.913,0.604,-17.295,5.309,0.515,-0.171,-0.148,-0.0115,-0.176
DATA,182644,-1.293,0.604,-22.234,6.639,0.994,0.000,-0.122,-0.0084,-0.176
DATA,182664,-1.819,0.780,-15.527,9.096,1.552,0.869,0.000,-0.0048,-0.000
DATA,182684,-1.881,0.780,-2.478,9.315,1.969,0.961,1.334,-0.0012,-0.000
DATA,182704,-1.852,0.780,5.571,9.214,2.279,1.729,1.222,0.0020,0.000
DATA,182724,-1.904,0.780,7.766,9.393,2.520,1.686,1.536,0.0050,0.000
DATA,182744,-2.130,0.956,19.168,10.801,2.711,1.993,2.235,0.0076,0.176
DATA,182764,-2.013,0.956,31.729,10.392,2.698,2.194,2.205,0.0090,0.176
DATA,182784,-1.624,0.956,35.083,9.029,2.591,1.981,2.416,0.0099,0.176
DATA,182804,-1.151,0.956,26.668,7.373,2.367,2.302,2.017,0.0101,0.176
DATA,182824,-0.655,0.956,34.107,5.638,2.087,2.317,2.056,0.0102,0.176
DATA,182844,0.167,0.956,38.619,2.761,1.638,1.934,1.820,0.0095,0.176
DATA,182864,0.760,0.956,22.827,0.684,1.238,1.088,1.549,0.0095,0.176
DATA,182884,1.234,0.956,9.168,-0.973,0.900,1.118,0.963,0.0097,0.176
DATA,182904,1.254,0.956,-9.307,-1.044,0.786,0.795,0.716,0.0116,0.176
DATA,182924,1.123,0.956,6.119,-0.586,0.734,0.371,1.446,0.0134,0.176
DATA,182944,0.963,0.956,-5.649,-0.024,0.617,0.903,0.796,0.0141,0.176
DATA,182964,0.854,0.956,0.693,0.357,0.494,1.163,0.448,0.0148,0.176
DATA,182984,0.469,0.956,-17.844,1.703,0.567,0.441,0.316,0.0160,0.176
DATA,183004,0.061,0.956,8.010,3.132,0.737,0.338,1.016,0.0176,0.176
DATA,183024,-0.024,0.956,8.924,3.431,0.702,0.872,0.691,0.0176,0.176
DATA,183044,-0.010,0.956,9.351,3.380,0.657,0.675,0.805,0.0174,0.176
DATA,183064,-0.342,0.956,5.205,4.541,0.712,0.433,0.387,0.0171,0.176
DATA,183084,0.052,0.956,22.400,3.162,0.488,0.842,0.250,0.0144,0.176
DATA,183104,0.512,0.956,32.278,1.553,0.074,0.440,1.256,0.0109,0.176
DATA,183124,1.050,0.956,22.461,-0.330,-0.392,0.270,0.584,0.0081,0.176
DATA,183144,1.455,0.780,17.888,-2.363,-0.798,0.195,0.318,0.0059,0.000
DATA,183164,2.054,0.780,20.754,-4.458,-1.303,-0.759,0.000,0.0029,0.000
DATA,183184,2.669,0.780,20.327,-6.613,-1.907,-0.676,-0.765,-0.0017,-0.000
DATA,183204,3.582,0.780,-11.320,-9.807,-2.473,-1.941,-1.857,-0.0053,-0.000
DATA,183224,3.081,0.780,-24.368,-8.054,-2.509,-1.912,-1.765,-0.0056,-0.000
DATA,183244,2.628,0.780,-41.137,-6.469,-2.428,-2.143,-1.802,-0.0054,-0.000
DATA,183264,1.918,0.780,-46.137,-3.982,-2.185,-2.011,-2.053,-0.0051,-0.000
DATA,183284,1.118,0.780,-37.844,-1.184,-1.813,-1.900,-1.864,-0.0041,-0.000
DATA,183304,0.301,0.780,-35.649,1.676,-1.315,-1.305,-1.238,-0.0026,-0.000
DATA,183324,-0.438,0.780,-35.588,4.263,-0.847,-1.318,-1.309,-0.0017,-0.000
DATA,183344,-0.857,0.780,13.863,5.729,-0.585,-0.659,-0.819,-0.0031,-0.000
DATA,183364,-0.465,0.780,15.571,4.359,-0.701,-0.369,-0.376,-0.0063,-0.000
DATA,183384,-0.392,0.604,8.802,3.488,-0.707,-0.716,-0.245,-0.0077,-0.176
DATA,183404,-0.251,0.604,5.022,2.994,-0.739,-0.726,-0.181,-0.0093,-0.176
DATA,183424,-0.229,0.604,6.302,2.917,-0.747,-0.963,-0.144,-0.0105,-0.176
DATA,183444,-0.009,0.604,5.144,2.145,-0.813,-0.465,-1.512,-0.0125,-0.176
DATA,183464,-0.324,0.604,-0.161,3.249,-0.672,-0.374,-0.893,-0.0128,-0.176
DATA,183484,-0.064,0.604,10.754,2.337,-0.768,-1.101,-0.590,-0.0152,-0.176
DATA,183504,0.377,0.604,21.363,0.795,-1.006,-0.618,-0.320,-0.0179,-0.176
DATA,183524,0.784,0.604,-5.527,-0.628,-1.148,-0.856,-2.043,-0.0196,-0.176
DATA,183544,0.646,0.604,-18.820,-0.145,-1.019,-1.334,-1.125,-0.0192,-0.176
DATA,183564,0.645,0.604,8.315,-0.144,-1.021,-0.852,-1.195,-0.0200,-0.176
DATA,183584,1.132,0.604,5.571,-1.848,-1.258,-0.656,-0.980,-0.0218,-0.176
DATA,183604,1.246,0.604,-22.478,-2.247,-1.263,-1.669,-0.612,-0.0210,-0.176
DATA,183624,0.644,0.604,-34.490,-0.139,-0.945,-0.938,-1.367,-0.0190,-0.176
DATA,183644,0.559,0.604,-27.539,0.158,-0.651,-1.239,-0.719,-0.0167,-0.176
DATA,183664,-0.317,0.604,-35.466,3.224,-0.051,-0.684,-0.635,-0.0121,-0.176
DATA,183684,-0.617,0.604,-4.734,4.273,0.217,-0.347,-0.726,-0.0112,-0.176
DATA,183704,-0.718,0.604,-9.003,4.627,0.447,-0.231,-0.367,-0.0104,-0.176
DATA,183724,-0.945,0.604,-11.990,5.422,0.758,-0.174,-0.241,-0.0088,-0.176
DATA,183744,-1.131,0.780,-8.271,6.689,1.059,0.000,0.000,-0.0072,-0.000
DATA,183764,-1.046,0.780,7.522,6.392,1.209,0.971,0.573,-0.0057,-0.000
DATA,183784,-1.185,0.780,-6.746,6.879,1.500,0.686,0.714,-0.0026,-0.000
DATA,183804,-1.386,0.780,14.595,7.581,1.718,1.386,1.336,-0.0005,-0.000
DATA,183824,-1.328,0.780,12.156,7.377,1.764,1.334,1.199,0.0012,0.000
DATA,183844,-1.333,0.780,16.119,7.397,1.785,1.365,1.655,0.0025,0.000
DATA,183864,-1.398,0.780,26.790,7.623,1.766,1.684,1.403,0.0032,0.000
DATA,183884,-1.048,0.780,34.046,6.396,1.493,1.336,1.579,0.0022,0.000
DATA,183904,-1.013,0.780,28.497,6.276,1.349,1.504,1.282,0.0018,0.000
DATA,183924,-0.419,0.780,40.449,4.196,0.911,1.162,1.254,-0.0005,-0.000
DATA,183944,-0.066,0.780,14.900,2.961,0.638,0.474,0.712,-0.0018,-0.000
DATA,183964,0.069,0.780,19.290,2.489,0.444,0.283,0.446,-0.0027,-0.000
DATA,183984,0.351,0.780,26.729,1.503,0.115,0.201,0.272,-0.0048,-0.000
DATA,184004,0.846,0.604,33.924,-0.848,-0.376,0.175,0.196,-0.0079,-0.176
DATA,184024,1.536,0.604,35.693,-3.263,-1.020,0.175,0.000,-0.0115,-0.176
DATA,184044,2.468,0.604,37.522,-6.524,-1.823,0.000,-0.397,-0.0153,-0.176
DATA,184064,3.433,0.604,10.632,-9.899,-2.623,-1.565,-1.726,-0.0207,-0.176
DATA,184084,4.848,0.428,15.571,-15.470,-3.502,-2.360,-2.156,-0.0257,-0.352
DATA,184104,4.232,0.428,-30.954,-13.311,-3.754,-3.119,-2.952,-0.0263,-0.352
DATA,184124,3.389,0.428,-41.320,-10.361,-3.792,-3.213,-3.208,-0.0267,-0.352
DATA,184144,2.482,0.428,-43.820,-7.186,-3.618,-3.283,-2.973,-0.0271,-0.352
DATA,184164,1.602,0.428,-41.686,-4.107,-3.327,-3.146,-2.919,-0.0274,-0.352
DATA,184184,0.791,0.428,-33.393,-1.270,-2.969,-2.779,-2.979,-0.0279,-0.352
DATA,184204,0.436,0.428,-23.515,-0.027,-2.625,-2.672,-2.729,-0.0287,-0.352
