type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,20524,-0.001358,0.300000,24.678190,1.054752,1.239352,1.384176,1.461975,0.022912,0.000000,266
DATA,20594,-0.057007,0.300000,-13.126718,1.249526,0.989515,0.481440,0.755494,0.023655,0.000000,267
DATA,20664,0.567665,0.300000,-9.041349,-0.936828,0.361968,0.300114,0.415537,0.020286,0.000000,268
DATA,20734,0.553698,0.300000,22.056236,-0.887941,0.106405,0.451697,1.027009,0.018443,0.000000,269
DATA,20804,0.685616,0.300000,4.312321,-1.349656,-0.416985,0.138398,0.182349,0.015123,0.000000,270
DATA,20874,0.805556,0.300000,9.251349,-1.769446,-0.987666,-0.454898,-0.546279,0.007786,0.000000,271
DATA,20944,0.130704,0.300000,-0.931586,0.592537,-0.707222,-0.513712,-0.760214,0.004264,0.000000,272
DATA,21014,0.678861,0.300000,-8.858421,-1.326014,-0.991789,-0.847147,-0.913866,-0.002254,0.000000,273
DATA,21084,-0.150946,0.300000,2.605002,1.578311,-0.785964,-0.890942,-0.803931,-0.006577,0.000000,274
DATA,21154,0.230040,0.300000,0.714757,0.244861,-0.527346,-0.377931,-1.044798,-0.009082,0.000000,275
DATA,21224,-0.093504,0.300000,-18.858431,1.377265,-0.077756,-0.386053,-0.719080,-0.007212,0.000000,276
DATA,21294,-0.277748,0.300000,-11.358423,2.022120,0.332032,-0.131723,-0.199715,-0.006052,0.000000,277
DATA,21364,-0.652465,0.300000,1.385489,3.333627,1.055926,1.042075,0.786004,-0.000497,0.000000,278
DATA,21434,-0.890485,0.300000,-12.760864,4.166698,1.635064,0.745712,0.950036,0.007766,0.000000,279
DATA,21504,-0.562156,0.300000,6.934274,3.017549,1.392361,0.842810,1.410830,0.010609,0.000000,280
DATA,21574,0.246524,0.300000,-7.638908,0.187166,0.857283,1.575017,0.740581,0.013025,0.000000,281
DATA,21644,0.331331,0.300000,-0.077927,-0.109658,0.392396,0.895388,0.649616,0.012442,0.000000,282
DATA,21714,-0.074504,0.300000,18.519648,1.310764,0.356797,0.177445,1.285152,0.011276,0.000000,283
DATA,21784,0.915155,0.300000,-8.736470,-2.153040,-1.399651,-1.497808,-1.138003,0.000215,0.000000,284
DATA,21854,1.182511,0.300000,-9.163300,-3.088788,-2.096495,-1.508139,-1.852041,-0.009224,0.000000,285
