type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r,speed_fb_mps,speed_corr_deg,sequence
DATA,18914,0.026969,0.300000,14.962085,0.955609,0.459230,0.766712,0.953726,0.008288,0.000000,243
DATA,18984,0.477479,0.300000,4.352320,-0.621176,-0.153776,0.000000,0.249768,0.006041,0.000000,244
DATA,19054,1.011985,0.300000,8.254762,-2.491947,-0.874514,0.000000,-0.520979,0.001773,0.000000,245
DATA,19124,0.947222,0.300000,13.193789,-2.265275,-1.283562,-0.263660,-0.551554,-0.003309,0.000000,246
DATA,19194,0.945085,0.300000,13.681596,-2.257797,-1.331771,-0.353956,-0.436549,-0.007223,0.000000,247
DATA,19264,0.244344,0.300000,10.023056,0.194796,-0.805553,-0.325912,-1.462128,-0.008519,0.000000,248
DATA,19334,0.000640,0.300000,-16.928185,1.047762,-0.435178,-0.398633,-1.153385,-0.008976,0.000000,249
DATA,19404,-0.332277,0.300000,-4.306223,2.212972,0.143632,-0.133146,-0.170387,-0.006332,0.000000,250
DATA,19474,-0.856557,0.300000,-7.294030,4.047951,0.888450,0.000000,0.000000,-0.002554,0.000000,251
DATA,19544,-0.956405,0.300000,17.279160,4.397418,1.403884,1.034143,0.479428,0.002919,0.000000,252
DATA,19614,-0.034085,0.300000,25.693800,1.169300,1.094543,1.437791,1.012299,0.006010,0.000000,253
DATA,19684,0.224631,0.300000,27.523069,0.263793,0.991362,1.690508,1.159021,0.009879,0.000000,254
DATA,19754,0.393048,0.300000,-9.184276,-0.325666,0.399066,0.212578,0.230472,0.011239,0.000000,255
DATA,19824,0.185472,0.300000,10.145007,0.400848,0.349255,0.812708,0.597346,0.010969,0.000000,256
DATA,19894,0.098265,0.300000,24.657215,0.706073,0.286353,0.891737,0.225096,0.010058,0.000000,257
DATA,19964,0.220004,0.300000,-2.050124,0.279988,0.050437,0.235876,0.000000,0.010273,0.000000,258
DATA,20034,0.145082,0.300000,-0.098903,0.542215,0.050905,0.108110,0.000000,0.008648,0.000000,259
DATA,20104,0.164666,0.300000,1.120610,0.473671,-0.020043,0.070168,0.000000,0.006618,0.000000,260
DATA,20174,0.337595,0.300000,2.340124,-0.131583,-0.197589,0.051938,0.000000,0.004519,0.000000,261
DATA,20244,0.525738,0.300000,3.376710,-0.790080,-0.537878,0.000000,0.000000,0.002309,0.000000,262
