type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r
DATA,163244,-0.759,0.820,19.792,4.736,2.162,2.203,2.012
DATA,163264,-0.341,0.820,21.682,3.482,1.992,1.741,1.761
DATA,163284,-0.272,0.820,28.146,3.275,1.830,2.120,2.038
DATA,163304,0.057,0.820,30.219,2.289,1.562,1.782,1.846
DATA,163324,0.450,0.820,26.560,1.111,1.234,1.396,1.571
DATA,163344,0.724,0.820,29.426,0.287,0.884,1.047,1.381
DATA,163364,1.055,0.820,-1.062,-0.705,0.653,0.753,0.957
DATA,163384,0.542,0.820,-2.952,0.834,0.641,0.363,0.404
DATA,163404,0.344,0.820,6.194,1.428,0.589,0.238,0.256
DATA,163424,0.339,0.820,10.585,1.442,0.457,1.538,0.187
DATA,163444,0.583,0.820,32.963,0.712,0.150,1.225,0.148
DATA,163464,1.086,0.820,31.743,-0.798,-0.316,0.445,0.122
DATA,163484,1.550,0.820,31.072,-2.191,-0.812,0.272,0.104
DATA,163504,2.277,0.820,36.377,-4.372,-1.439,0.000,0.091
DATA,163524,2.853,0.820,23.450,-6.098,-2.075,-1.028,0.000
DATA,163544,3.276,0.820,17.963,-7.367,-2.731,-1.198,-1.758
DATA,163564,3.292,0.820,-1.428,-7.416,-3.196,-2.202,-2.060
DATA,163584,3.407,0.820,-11.672,-7.760,-3.528,-2.708,-2.658
DATA,163604,3.582,0.820,-16.428,-8.285,-3.779,-3.304,-3.057
DATA,163624,3.005,0.820,-28.074,-6.554,-3.883,-3.499,-3.111
DATA,163644,2.625,0.820,-37.525,-5.416,-3.897,-3.388,-3.207
DATA,163664,1.982,0.820,-47.891,-3.485,-3.714,-3.606,-3.654
DATA,163684,1.463,0.820,-48.196,-1.930,-3.411,-3.511,-3.372
DATA,163704,0.660,0.820,-43.013,0.481,-3.050,-3.383,-3.249
DATA,163724,-0.002,0.820,-38.196,2.465,-2.622,-2.916,-2.859
DATA,163744,-0.418,0.820,-31.306,3.714,-2.188,-2.675,-2.632
DATA,163764,-0.805,0.820,-18.135,4.875,-1.812,-2.357,-2.073
DATA,163784,-0.671,0.820,-13.196,4.474,-1.556,-1.563,-1.947
DATA,163804,-1.509,0.820,-23.562,6.987,-1.158,-1.702,-1.549
DATA,163824,-1.089,0.820,9.426,5.728,-0.920,-1.056,-0.962
DATA,163844,-0.847,0.820,0.036,5.000,-0.777,-1.299,-1.489
DATA,163864,-0.650,0.820,12.780,4.410,-0.738,-0.771,-0.842
DATA,163884,-0.236,0.820,11.133,3.168,-0.801,-0.368,-0.512
DATA,163904,0.096,0.820,2.292,2.172,-0.843,-0.276,-0.295
DATA,163924,-0.035,0.820,-24.050,2.566,-0.680,-1.606,-0.207
DATA,163944,-0.416,0.820,-20.635,3.707,-0.391,-1.071,-0.168
DATA,163964,-1.068,0.820,-34.476,5.665,0.087,0.000,-1.098
DATA,163984,-1.487,0.820,-26.062,6.921,0.611,0.000,-0.664
DATA,164004,-1.755,0.820,-18.257,7.724,1.097,0.000,0.000
DATA,164024,-2.165,0.820,-20.147,8.955,1.627,0.000,0.000
DATA,164044,-2.436,0.820,2.536,9.768,2.074,1.437,1.170
DATA,164064,-2.346,0.820,4.365,9.499,2.342,1.622,1.365
DATA,164084,-2.210,0.820,3.024,9.091,2.625,1.621,1.458
DATA,164104,-2.134,0.820,25.828,8.862,2.843,2.287,2.447
DATA,164124,-1.760,0.820,26.682,7.741,2.889,2.469,2.449
DATA,164144,-1.421,0.820,22.048,6.722,2.896,2.361,2.607
DATA,164164,-1.243,0.820,26.072,6.190,2.868,2.590,2.808
DATA,164184,-0.878,0.820,27.414,5.094,2.730,2.659,2.787
DATA,164204,-0.414,0.820,22.048,3.702,2.576,2.604,2.389
DATA,164224,-0.099,0.820,18.572,2.756,2.444,2.668,2.666
DATA,164244,0.306,0.820,10.706,1.543,2.303,2.459,2.475
DATA,164264,0.358,0.820,5.280,1.385,2.194,2.323,2.329
DATA,164284,0.219,0.820,-3.806,1.803,2.186,2.188,2.313
DATA,164304,0.103,0.820,3.755,2.152,2.153,2.068,2.229
DATA,164324,-0.139,0.820,1.316,2.877,2.187,2.032,2.105
DATA,164344,-0.304,0.820,1.194,3.372,2.230,2.149,1.942
DATA,164364,-0.526,0.820,9.792,4.038,2.261,2.464,2.209
DATA,164384,-0.545,0.820,21.926,4.095,2.196,2.353,2.270
DATA,164404,-0.329,0.820,26.926,3.447,2.047,2.232,2.097
DATA,164424,-0.230,0.820,20.950,3.150,1.863,2.026,2.114
DATA,164444,-0.001,0.820,17.353,2.462,1.711,1.695,1.924
DATA,164464,0.349,0.820,29.609,1.413,1.409,1.718,1.912
DATA,164484,0.918,0.820,35.585,-0.294,0.995,1.551,1.551
DATA,164504,1.832,0.820,18.267,-3.036,0.479,1.005,0.757
DATA,164524,1.635,0.820,-5.635,-2.446,0.320,0.413,0.364
DATA,164544,1.499,0.820,-1.855,-2.038,0.172,0.260,0.240
DATA,164564,1.449,0.820,1.133,-1.888,0.001,0.189,0.178
DATA,164584,1.479,0.820,4.670,-1.978,-0.207,0.149,0.142
DATA,164604,1.622,0.820,8.085,-2.406,-0.475,0.123,0.118
DATA,164624,1.828,0.820,12.109,-3.025,-0.801,0.105,0.101
DATA,164644,2.215,0.820,16.926,-4.185,-1.233,0.091,0.088
DATA,164664,2.805,0.820,5.463,-5.956,-1.684,-1.115,0.000
DATA,164684,2.622,0.820,-6.976,-5.407,-1.956,-0.896,-1.266
DATA,164704,2.414,0.820,-12.525,-4.783,-2.207,-1.515,-1.285
DATA,164724,2.135,0.820,-16.001,-3.946,-2.333,-1.844,-1.606
DATA,164744,1.893,0.820,-19.294,-3.218,-2.395,-1.805,-2.045
DATA,164764,1.465,0.820,-29.294,-1.934,-2.298,-2.000,-2.315
DATA,164784,0.816,0.820,-28.318,0.013,-2.121,-2.095,-2.287
DATA,164804,0.534,0.820,-18.562,0.858,-1.950,-2.059,-1.994
DATA,164824,0.466,0.820,-3.135,1.062,-1.865,-1.731,-1.658
DATA,164844,0.533,0.820,-9.111,0.862,-1.800,-1.830,-2.097
DATA,164864,0.782,0.820,-13.379,0.114,-1.823,-1.940,-1.547
DATA,164884,0.840,0.820,-4.111,-0.060,-1.784,-1.802,-1.602
DATA,164904,0.619,0.820,-23.501,0.603,-1.642,-1.611,-1.713
DATA,164924,0.700,0.820,-21.428,0.360,-1.491,-1.862,-1.692
DATA,164944,0.111,0.820,-21.976,2.127,-1.195,-1.251,-1.591
DATA,164964,-0.076,0.820,-26.428,2.688,-0.947,-1.307,-1.411
DATA,164984,-0.303,0.820,-9.476,3.369,-0.719,-0.971,-1.223
DATA,165004,-0.242,0.820,-6.306,3.187,-0.566,-0.423,-0.470
DATA,165024,-0.488,0.820,-29.233,3.925,-0.269,-1.011,-0.281
DATA,165044,-0.949,0.820,-21.001,5.307,0.160,-0.679,-0.201
DATA,165064,-1.151,0.820,-18.501,5.914,0.533,-0.344,-0.156
DATA,165084,-1.541,0.820,-28.013,7.082,1.016,-0.230,-0.127
DATA,165104,-2.169,0.820,-32.464,8.967,1.645,0.000,0.000
DATA,165124,-2.260,0.820,-5.574,9.241,2.169,1.440,1.029
DATA,165144,-2.568,0.820,-7.281,10.164,2.631,1.342,1.253
DATA,165164,-2.572,0.820,5.341,10.175,3.002,2.089,2.025
DATA,165184,-2.492,0.820,18.450,9.936,3.274,2.730,2.561
DATA,165204,-2.330,0.820,26.133,9.450,3.392,3.059,2.696
DATA,165224,-2.113,0.820,28.755,8.800,3.458,3.058,2.646
DATA,165244,-1.890,0.820,34.487,8.131,3.431,3.350,3.190
DATA,165264,-1.216,0.820,36.316,6.109,3.256,3.189,3.328
DATA,165284,-0.695,0.820,36.865,4.544,3.056,3.075,3.257
DATA,165304,-0.263,0.820,41.316,3.248,2.724,2.964,3.071
DATA,165324,0.418,0.820,39.853,1.205,2.287,2.556,2.614
DATA,165344,0.913,0.820,24.426,-0.280,1.859,2.407,2.308
DATA,165364,1.051,0.820,5.280,-0.694,1.617,2.112,2.016
DATA,165384,1.151,0.820,15.950,-0.993,1.426,1.686,1.683
DATA,165404,1.236,0.820,7.536,-1.248,1.150,1.345,1.407
DATA,165424,1.217,0.820,4.182,-1.190,0.965,0.872,1.317
DATA,165444,0.904,0.820,-12.586,-0.253,0.897,1.535,1.101
DATA,165464,0.261,0.820,1.621,1.677,0.926,0.565,0.714
DATA,165484,0.299,0.820,5.280,1.562,0.864,0.900,1.313
DATA,165504,0.705,0.820,21.011,0.346,0.569,1.229,0.948
DATA,165524,0.809,0.820,-4.659,0.033,0.432,0.851,0.413
DATA,165544,0.659,0.820,-3.318,0.482,0.410,0.422,0.260
DATA,165564,0.571,0.820,0.280,0.747,0.361,0.264,0.190
DATA,165584,0.606,0.820,6.560,0.642,0.262,0.191,0.149
DATA,165604,0.750,0.820,9.182,0.210,0.115,0.150,0.123
DATA,165624,0.990,0.820,13.328,-0.511,-0.103,0.124,0.105
DATA,165644,1.236,0.820,16.255,-1.247,-0.391,0.105,0.091
DATA,165664,1.600,0.820,19.792,-2.340,-0.765,0.091,0.080
DATA,165684,2.029,0.820,22.658,-3.627,-1.230,0.081,0.000
DATA,165704,2.534,0.820,24.548,-5.143,-1.787,-1.618,0.000
DATA,165724,3.014,0.820,6.011,-6.581,-2.337,-1.223,-1.479
DATA,165744,3.093,0.820,-16.245,-6.818,-2.682,-1.566,-1.446
DATA,165764,2.926,0.820,-24.781,-6.317,-2.816,-2.109,-1.942
DATA,165784,2.536,0.820,-31.611,-5.147,-2.819,-2.179,-2.597
DATA,165804,1.781,0.820,-37.037,-2.883,-2.674,-2.426,-2.609
DATA,165824,1.295,0.820,-39.233,-1.425,-2.449,-2.444,-2.278
DATA,165844,0.950,0.820,-41.550,-0.389,-2.193,-2.348,-2.140
DATA,165864,0.092,0.820,-40.269,2.184,-1.793,-2.068,-1.966
DATA,165884,-0.564,0.820,-28.257,4.153,-1.344,-1.792,-1.533
DATA,165904,-1.297,0.820,-19.781,6.350,-0.894,-1.204,-1.208
DATA,165924,-1.019,0.820,7.780,5.516,-0.721,-0.792,-0.699
DATA,165944,-0.551,0.820,6.560,4.114,-0.700,-0.962,-0.471
DATA,165964,-0.623,0.820,-3.867,4.330,-0.531,-0.615,-1.164
DATA,165984,-0.788,0.820,-0.330,4.825,-0.395,-0.327,-0.574
DATA,166004,-0.419,0.820,6.865,3.717,-0.343,-0.223,-0.315
DATA,166024,-0.386,0.820,5.767,3.617,-0.330,-0.169,-0.262
DATA,166044,-0.366,0.820,-1.367,3.557,-0.275,-0.157,-0.262
DATA,166064,-0.459,0.820,2.231,3.837,-0.166,-0.759,-0.262
DATA,166084,-0.262,0.820,9.121,3.247,-0.179,-0.364,-0.197
DATA,166104,-0.104,0.820,6.438,2.773,-0.209,-0.240,-0.154
DATA,166124,-0.013,0.820,5.463,2.500,-0.240,-0.178,-0.126
DATA,166144,0.058,0.820,2.780,2.287,-0.259,-0.142,-0.107
DATA,166164,0.051,0.820,-1.062,2.306,-0.247,-0.133,-0.093
DATA,166184,-0.018,0.820,-3.318,2.513,-0.194,-0.133,-0.082
DATA,166204,-0.080,0.820,-0.757,2.700,-0.133,-0.331,-0.073
DATA,166224,-0.068,0.820,-0.818,2.663,-0.103,-0.331,-0.066
DATA,166244,-0.124,0.820,-1.976,2.833,-0.050,-0.276,-0.061
DATA,166264,-0.172,0.820,-2.525,2.976,0.024,-0.198,-0.056
DATA,166284,-0.241,0.820,-3.257,3.183,0.113,-0.154,-0.052
DATA,166304,-0.309,0.820,-3.684,3.387,0.218,-0.126,-0.048
DATA,166324,-0.417,0.820,-4.598,3.712,0.342,-0.107,-0.045
DATA,166344,-0.542,0.820,-4.537,4.086,0.490,-0.093,-0.042
DATA,166364,-0.655,0.820,-7.098,4.426,0.668,0.000,-0.040
DATA,166384,-0.838,0.820,-7.464,4.973,0.882,0.481,-0.038
DATA,166404,-0.986,0.820,-0.757,5.417,1.096,0.858,0.000
DATA,166424,-0.859,0.820,8.511,5.038,1.194,0.520,0.514
DATA,166444,-0.725,0.820,2.658,4.634,1.271,0.315,0.801
DATA,166464,-0.758,0.820,11.926,4.735,1.363,1.496,0.542
DATA,166484,-0.604,0.820,7.658,4.273,1.370,1.123,0.542
DATA,166504,-0.486,0.820,32.902,3.919,1.288,0.796,1.522
DATA,166524,0.259,0.820,38.024,1.684,0.884,1.236,1.125
DATA,166544,0.641,0.820,11.682,0.536,0.602,0.859,1.009
DATA,166564,0.829,0.820,4.731,-0.027,0.432,0.387,0.750
DATA,166584,0.795,0.820,-2.037,0.074,0.351,0.249,0.432
DATA,166604,0.856,0.820,7.536,-0.107,0.192,0.229,0.266
DATA,166624,1.038,0.820,-1.672,-0.654,0.032,0.745,0.193
DATA,166644,0.957,0.820,-1.976,-0.411,-0.043,0.360,0.151
DATA,166664,0.934,0.820,-1.855,-0.342,-0.130,0.237,0.124
DATA,166684,0.883,0.820,-1.672,-0.188,-0.209,0.177,0.106
DATA,166704,0.872,0.820,-1.550,-0.156,-0.288,0.141,0.092
DATA,166724,0.874,0.820,-1.062,-0.161,-0.370,0.118,0.081
DATA,166744,0.877,0.820,-0.513,-0.170,-0.457,0.101,0.073
DATA,166764,0.886,0.820,-3.501,-0.197,-0.530,0.088,0.066
DATA,166784,0.810,0.820,-6.733,0.030,-0.556,0.000,0.060
DATA,166804,0.681,0.820,-13.928,0.416,-0.516,-0.450,0.000
DATA,166824,0.271,0.820,-7.464,1.648,-0.394,-0.450,0.000
DATA,166844,0.178,0.820,0.889,1.927,-0.362,-0.345,-0.450
DATA,166864,0.240,0.820,0.280,1.740,-0.380,-0.232,-0.369
DATA,166884,0.250,0.820,0.219,1.709,-0.390,-0.174,-0.241
DATA,166904,0.236,0.820,-0.330,1.753,-0.394,-0.139,-0.179
DATA,166924,0.229,0.820,-0.757,1.772,-0.395,-0.116,-0.143
DATA,166944,0.215,0.820,-5.086,1.814,-0.363,-0.100,-0.119
DATA,166964,0.062,0.820,-13.501,2.275,-0.247,-1.240,-0.101
DATA,166984,-0.312,0.820,-11.062,3.397,-0.047,-1.066,-0.089
DATA,167004,-0.241,0.820,4.121,3.184,0.062,-0.457,-0.079
DATA,167024,-0.191,0.820,-2.098,3.033,0.123,-0.277,-0.071
DATA,167044,-0.190,0.820,-2.464,3.029,0.198,-0.198,-0.064
DATA,167064,-0.244,0.820,-2.098,3.192,0.274,-0.154,-0.059
DATA,167084,-0.285,0.820,-1.306,3.316,0.350,-0.126,-0.054
DATA,167104,-0.323,0.820,-0.147,3.428,0.424,0.000,-0.050
DATA,167124,-0.366,0.820,2.719,3.559,0.486,0.000,-0.047
DATA,167144,-0.312,0.820,5.767,3.396,0.508,0.323,-0.044
DATA,167164,-0.307,0.820,3.511,3.380,0.535,0.323,-0.041
DATA,167184,-0.275,0.820,9.670,3.285,0.534,0.287,0.000
DATA,167204,-0.026,0.820,16.926,2.539,0.417,0.203,0.736
DATA,167224,0.195,0.820,4.670,1.875,0.319,0.158,0.553
DATA,167244,0.227,0.820,5.341,1.779,0.265,0.129,0.308
DATA,167264,0.304,0.820,6.865,1.547,0.188,0.109,0.214
DATA,167284,0.433,0.820,8.206,1.162,0.078,0.094,0.164
DATA,167304,0.617,0.820,9.365,0.608,-0.070,0.083,0.133
DATA,167324,0.838,0.820,9.975,-0.053,-0.256,0.074,0.112
DATA,167344,1.084,0.820,9.731,-0.791,-0.474,0.067,0.096
DATA,167364,1.295,0.820,7.536,-1.425,-0.713,0.061,0.085
DATA,167384,1.390,0.820,-0.147,-1.711,-0.912,0.056,0.000
DATA,167404,1.286,0.820,-1.306,-1.399,-1.050,0.000,-0.854
DATA,167424,1.634,0.820,10.889,-2.441,-1.281,-1.199,-0.421
DATA,167444,1.672,0.820,11.316,-2.555,-1.598,-0.492,-0.299
DATA,167464,1.990,0.820,-18.013,-3.511,-1.841,-0.403,-0.648
DATA,167484,1.009,0.820,-51.550,-0.568,-1.523,-1.970,-2.104
DATA,167504,0.332,0.820,-30.452,1.464,-1.152,-1.221,-1.537
DATA,167524,-0.209,0.820,-19.598,3.088,-0.841,-1.015,-1.021
DATA,167544,-0.539,0.820,-6.184,4.078,-0.635,-0.629,-1.161
DATA,167564,-0.398,0.820,15.585,3.655,-0.618,-0.516,-0.525
DATA,167584,-0.032,0.820,11.987,2.558,-0.714,-0.297,-0.300
DATA,167604,0.223,0.820,2.231,1.790,-0.774,-0.209,-0.252
DATA,167624,-0.033,0.820,-24.659,2.558,-0.620,-1.406,-1.376
DATA,167644,-0.457,0.820,-8.989,3.830,-0.378,-0.850,-0.464
DATA,167664,-0.372,0.820,4.487,3.577,-0.293,-0.385,-0.280
DATA,167684,-0.175,0.820,3.938,2.986,-0.271,-0.248,-0.261
DATA,167704,0.001,0.820,6.316,2.457,-0.302,-0.183,-0.261
DATA,167724,0.124,0.820,3.999,2.088,-0.336,-0.145,-0.248
DATA,167744,0.214,0.820,2.841,1.818,-0.368,-0.127,-0.183
DATA,167764,0.168,0.820,-21.001,1.956,-0.299,-0.756,-0.145
DATA,167784,-0.326,0.820,-5.330,3.437,-0.082,-0.921,-0.120
DATA,167804,-0.308,0.820,3.572,3.383,-0.014,-0.424,-0.103
DATA,167824,-0.316,0.820,-0.147,3.409,0.041,-0.264,-0.089
DATA,167844,-0.362,0.820,-2.220,3.546,0.135,-0.192,-0.079
DATA,167864,-0.417,0.820,-2.037,3.711,0.243,-0.150,-0.071
DATA,167884,-0.474,0.820,-0.330,3.883,0.340,-0.124,-0.065
DATA,167904,-0.511,0.820,-1.184,3.992,0.447,-0.105,-0.059
DATA,167924,-0.614,0.820,-2.098,4.303,0.571,-0.092,-0.055
DATA,167944,-0.778,0.820,-2.769,4.795,0.723,0.000,-0.051
DATA,167964,-0.841,0.820,5.036,4.982,0.849,0.621,-0.047
DATA,167984,-0.794,0.820,12.048,4.843,0.898,0.423,0.000
DATA,168004,-0.477,0.820,9.792,3.892,0.864,0.263,0.677
DATA,168024,-0.466,0.820,3.755,3.859,0.919,0.192,0.388
DATA,168044,-0.218,0.820,28.450,3.114,0.842,1.436,0.273
DATA,168064,0.250,0.820,26.133,1.709,0.536,0.640,0.273
DATA,168084,0.587,0.820,9.731,0.698,0.328,0.335,0.334
DATA,168104,0.757,0.820,15.280,0.189,0.119,0.240,0.334
DATA,168124,0.938,0.820,12.658,-0.353,-0.130,0.240,0.452
DATA,168144,1.125,0.820,14.792,-0.915,-0.396,0.000,0.437
DATA,168164,1.391,0.820,15.706,-1.714,-0.716,0.000,0.269
DATA,168184,1.696,0.820,17.658,-2.629,-1.085,0.000,0.000
DATA,168204,2.025,0.820,6.804,-3.614,-1.458,-0.244,-0.499
DATA,168224,1.927,0.820,-2.952,-3.321,-1.713,-1.120,-1.554
DATA,168244,1.980,0.820,-3.684,-3.481,-1.960,-0.928,-1.045
DATA,168264,1.956,0.820,-13.623,-3.408,-2.087,-1.708,-1.452
DATA,168284,1.438,0.820,-26.428,-1.855,-2.023,-1.702,-1.782
DATA,168304,1.101,0.820,-16.794,-0.844,-1.969,-1.469,-1.644
DATA,168324,0.903,0.820,-21.306,-0.248,-1.835,-1.840,-1.870
DATA,168344,0.735,0.820,-27.708,0.256,-1.658,-1.669,-1.471
DATA,168364,0.337,0.820,-19.355,1.448,-1.445,-1.356,-1.837
DATA,168384,0.125,0.820,-23.196,2.086,-1.209,-1.349,-1.554
DATA,168404,-0.203,0.820,-16.733,3.068,-0.945,-1.225,-1.065
DATA,168424,-0.214,0.820,-19.903,3.102,-0.743,-0.723,-0.881
DATA,168444,-0.676,0.820,-18.867,4.489,-0.398,-0.832,-1.067
DATA,168464,-0.652,0.820,-4.659,4.416,-0.205,-0.661,-0.424
DATA,168484,-0.641,0.820,-9.172,4.382,-0.019,0.000,-0.264
DATA,168504,-0.713,0.820,-11.489,4.598,0.201,0.000,-0.192
DATA,168524,-0.931,0.820,-16.062,5.252,0.500,0.000,-0.150
DATA,168544,-1.305,0.820,-20.269,6.374,0.891,0.000,-0.124
DATA,168564,-1.714,0.820,-22.403,7.603,1.371,0.000,0.000
DATA,168584,-2.054,0.820,-4.903,8.623,1.802,1.601,0.978
DATA,168604,-1.937,0.820,4.853,8.272,2.107,1.143,1.282
DATA,168624,-1.695,0.820,6.072,7.546,2.292,1.621,1.717
DATA,168644,-1.452,0.820,18.633,6.816,2.419,1.866,1.914
DATA,168664,-1.377,0.820,18.572,6.591,2.487,2.011,2.162
DATA,168684,-0.962,0.820,22.780,5.347,2.408,2.128,2.288
DATA,168704,-0.703,0.820,20.280,4.568,2.288,2.023,2.178
DATA,168724,-0.604,0.820,20.585,4.273,2.177,2.053,1.895
DATA,168744,-0.481,0.820,28.206,3.902,2.015,2.267,2.182
DATA,168764,-0.363,0.820,29.121,3.549,1.813,2.146,1.924
DATA,168784,-0.084,0.820,26.865,2.711,1.573,1.681,1.609
DATA,168804,0.315,0.820,28.511,1.516,1.232,1.379,1.462
DATA,168824,0.208,0.820,25.402,1.836,0.931,0.899,1.152
DATA,168844,0.531,0.820,16.133,0.868,0.655,1.369,1.111
DATA,168864,0.526,0.820,6.316,0.881,0.527,0.563,0.530
DATA,168884,0.514,0.820,9.548,0.918,0.396,0.311,0.301
DATA,168904,0.789,0.820,18.877,0.094,0.147,0.215,0.210
DATA,168924,1.146,0.820,24.121,-0.977,-0.203,0.165,0.162
DATA,168944,1.672,0.820,31.316,-2.555,-0.684,0.133,0.132
DATA,168964,2.368,0.820,40.828,-4.645,-1.357,0.112,0.111
DATA,168984,2.975,0.820,33.267,-6.465,-2.176,0.000,-0.842
DATA,169004,3.459,0.820,9.792,-7.917,-2.709,-1.576,-1.329
DATA,169024,3.634,0.820,-5.879,-8.443,-3.187,-2.137,-2.347
DATA,169044,3.555,0.820,-17.525,-8.206,-3.534,-2.705,-2.619
DATA,169064,3.295,0.820,-29.537,-7.424,-3.729,-3.007,-2.918
DATA,169084,2.901,0.820,-38.867,-6.244,-3.785,-3.158,-3.174
DATA,169104,2.717,0.820,-37.403,-5.690,-3.732,-3.533,-3.271
DATA,169124,2.207,0.820,-48.867,-4.160,-3.541,-3.228,-3.406
DATA,169144,1.503,0.820,-51.855,-2.050,-3.204,-3.191,-3.438
DATA,169164,0.794,0.820,-48.013,0.077,-2.768,-3.168,-3.074
DATA,169184,-0.130,0.820,-48.318,2.851,-2.261,-2.815,-2.756
DATA,169204,-0.873,0.820,-45.452,5.080,-1.652,-2.295,-2.053
DATA,169224,-1.558,0.820,-31.672,7.135,-1.037,-1.514,-1.759
DATA,169244,-1.616,0.820,-11.733,7.308,-0.611,-1.204,-1.186
DATA,169264,-1.557,0.820,-4.050,7.131,-0.286,-0.665,-0.986
DATA,169284,-1.368,0.820,-3.745,6.565,-0.048,-0.341,-0.536
DATA,169304,-1.343,0.820,-7.342,6.488,0.232,-0.229,-0.303
DATA,169324,-1.420,0.820,-12.647,6.719,0.558,-0.172,-0.211
DATA,169344,-1.701,0.820,-18.806,7.564,0.986,-0.138,-0.162
DATA,169364,-2.114,0.820,-13.440,8.803,1.469,0.000,0.000
DATA,169384,-2.265,0.820,4.426,9.254,1.843,0.883,1.004
DATA,169404,-2.618,0.820,-4.903,10.315,2.264,0.827,1.622
DATA,169424,-2.391,0.820,22.414,9.633,2.456,2.136,1.851
DATA,169444,-1.848,0.820,18.877,8.004,2.554,2.114,2.059
DATA,169464,-1.365,0.820,17.109,6.555,2.615,2.334,2.168
DATA,169484,-1.211,0.820,13.633,6.093,2.639,2.499,2.539
DATA,169504,-0.879,0.820,13.877,5.097,2.596,2.639,2.533
DATA,169524,-0.539,0.820,7.902,4.078,2.575,2.412,2.491
DATA,169544,-0.581,0.820,1.072,4.203,2.654,2.246,2.569
DATA,169564,-0.521,0.820,5.524,4.022,2.684,2.509,2.792
DATA,169584,-0.576,0.820,0.950,4.189,2.734,2.722,2.469
DATA,169604,-0.784,0.820,2.414,4.813,2.822,2.471,2.555
DATA,169624,-0.929,0.820,11.072,5.247,2.866,2.984,2.731
DATA,169644,-0.863,0.820,13.816,5.049,2.848,2.872,2.732
DATA,169664,-1.103,0.820,13.999,5.770,2.859,2.812,2.922
DATA,169684,-0.512,0.820,27.475,3.995,2.699,2.790,2.918
DATA,169704,0.048,0.820,29.182,2.315,2.421,2.655,2.561
DATA,169724,0.342,0.820,19.304,1.434,2.142,2.537,2.470
DATA,169744,0.353,0.820,2.048,1.402,2.021,2.418,2.327
DATA,169764,0.566,0.820,19.487,0.761,1.833,2.009,1.966
DATA,169784,0.799,0.820,14.365,0.063,1.560,1.614,1.694
DATA,169804,0.905,0.820,8.450,-0.255,1.313,1.977,1.592
DATA,169824,0.668,0.820,0.950,0.457,1.240,1.173,1.495
DATA,169844,0.642,0.820,16.682,0.533,1.057,1.292,1.313
DATA,169864,0.510,0.820,12.048,0.930,0.904,1.043,1.190
DATA,169884,0.947,0.820,14.121,-0.381,0.601,0.867,1.016
DATA,169904,1.026,0.820,-5.757,-0.618,0.468,0.597,0.424
DATA,169924,0.899,0.820,-1.428,-0.238,0.400,0.322,0.264
DATA,169944,0.871,0.820,8.633,-0.153,0.263,0.226,0.192
DATA,169964,1.093,0.820,8.511,-0.820,0.046,0.226,0.150
DATA,169984,1.333,0.820,12.414,-1.538,-0.221,0.226,0.124
DATA,170004,1.670,0.820,17.170,-2.549,-0.577,0.000,0.105
DATA,170024,2.067,0.820,21.865,-3.741,-1.034,0.000,0.091
DATA,170044,2.595,0.820,25.585,-5.324,-1.600,-0.288,0.000
DATA,170064,2.933,0.820,13.511,-6.340,-2.199,-1.122,-1.034
DATA,170084,3.456,0.820,-0.879,-7.908,-2.661,-1.187,-0.921
DATA,170104,3.159,0.820,-15.818,-7.018,-2.928,-1.890,-1.985
DATA,170124,2.886,0.820,-26.367,-6.199,-3.060,-2.249,-2.516
DATA,170144,2.554,0.820,-34.050,-5.201,-3.058,-2.489,-2.923
DATA,170164,1.984,0.820,-38.867,-3.492,-2.929,-2.656,-2.865
DATA,170184,1.395,0.820,-38.745,-1.724,-2.681,-2.567,-2.546
DATA,170204,0.833,0.820,-42.708,-0.038,-2.385,-2.628,-2.416
DATA,170224,0.019,0.820,-41.062,2.403,-1.960,-2.160,-2.103
DATA,170244,-0.975,0.820,-31.611,5.384,-1.496,-1.839,-1.905
DATA,170264,-1.131,0.820,-8.806,5.853,-1.115,-1.691,-1.338
DATA,170284,-1.059,0.820,1.987,5.636,-0.924,-0.986,-1.455
DATA,170304,-0.574,0.820,3.511,4.181,-0.844,-1.144,-0.867
DATA,170324,-0.544,0.820,-14.598,4.091,-0.629,-1.055,-0.563
DATA,170344,-0.717,0.820,-1.915,4.611,-0.425,-0.504,-1.179
DATA,170364,-0.481,0.820,19.609,3.904,-0.444,-0.392,-0.562
DATA,170384,-0.218,0.820,13.328,3.115,-0.519,-0.392,-0.313
DATA,170404,0.094,0.820,10.341,2.178,-0.633,-0.269,-0.216
DATA,170424,0.321,0.820,-1.794,1.496,-0.689,-0.206,-0.167
DATA,170444,-0.165,0.820,-25.757,2.955,-0.438,-1.129,-1.108
DATA,170464,-0.506,0.820,-10.696,3.979,-0.175,-0.666,-0.758
DATA,170484,-0.543,0.820,11.987,4.088,-0.107,-0.340,-0.363
DATA,170504,-0.357,0.820,0.524,3.530,-0.061,-0.229,-0.239
DATA,170524,-0.332,0.820,-0.574,3.455,0.005,-0.172,-0.178
DATA,170544,-0.361,0.820,-1.672,3.543,0.090,-0.139,-0.142
DATA,170564,-0.438,0.820,-2.769,3.775,0.197,-0.116,-0.118
DATA,170584,-0.528,0.820,-4.294,4.044,0.333,-0.099,-0.101
DATA,170604,-0.665,0.820,-6.123,4.455,0.505,-0.087,-0.088
