type,t_ms,roll_deg,roll_ref_deg,gx_dps,gx_ref_dps,omega_ref,omega_l,omega_r
DATA,67624,1.401,0.820,-27.264,-2.034,-2.438,-2.158,-2.117
DATA,67644,1.285,0.820,-32.691,-1.629,-2.263,-2.168,-2.247
DATA,67664,0.785,0.820,-21.044,0.121,-2.063,-2.088,-1.860
DATA,67684,0.714,0.820,-17.934,0.371,-1.845,-2.000,-2.007
DATA,67704,0.312,0.820,-24.032,1.780,-1.521,-1.356,-1.683
DATA,67724,0.016,0.820,-22.020,2.813,-1.198,-1.776,-1.240
DATA,67744,-0.262,0.820,-7.447,3.788,-0.961,-0.891,-0.728
DATA,67764,-0.441,0.820,-11.959,4.415,-0.783,-1.282,-1.211
DATA,67784,-0.819,0.820,-3.483,5.736,-0.556,-1.218,-0.520
DATA,67804,-0.447,0.820,15.297,4.435,-0.537,-0.444,-0.298
DATA,67824,-0.013,0.820,15.358,2.915,-0.680,-0.308,-0.250
DATA,67844,0.269,0.820,-10.495,1.929,-0.681,-1.313,-1.093
DATA,67864,-0.467,0.820,-10.739,4.503,-0.391,-0.660,-0.556
DATA,67884,-0.203,0.820,11.517,3.580,-0.372,-0.340,-0.310
DATA,67904,0.081,0.820,7.127,2.587,-0.452,-0.229,-0.215
DATA,67924,0.308,0.820,5.175,1.790,-0.523,-0.210,-0.200
DATA,67944,0.277,0.820,-15.556,1.901,-0.400,-0.711,-0.876
DATA,67964,-0.033,0.820,-8.239,2.985,-0.207,-0.413,-0.615
DATA,67984,-0.358,0.820,-15.008,4.123,0.075,-0.413,-0.327
DATA,68004,-0.440,0.820,-6.227,4.409,0.283,-0.342,-0.223
DATA,68024,-0.598,0.820,-6.593,4.963,0.486,-0.230,-0.169
DATA,68044,-0.748,0.820,-5.130,5.489,0.714,0.000,-0.136
DATA,68064,-0.770,0.820,-4.703,5.563,0.933,0.553,0.000
DATA,68084,-0.871,0.820,4.627,5.918,1.110,0.995,0.369
DATA,68104,-0.982,0.820,8.895,6.308,1.226,0.545,0.909
DATA,68124,-0.514,0.820,27.188,4.669,1.046,1.140,1.382
DATA,68144,-0.569,0.820,6.761,4.861,0.911,0.685,0.530
DATA,68164,-0.529,0.820,-0.495,4.722,1.086,0.542,0.302
DATA,68184,-0.543,0.820,11.151,4.772,1.141,1.105,1.762
DATA,68204,-0.082,0.820,26.639,3.156,0.866,1.159,0.666
DATA,68224,0.136,0.820,-1.593,2.393,0.740,0.503,0.342
DATA,68244,0.054,0.820,5.053,2.681,0.752,0.331,0.316
DATA,68264,0.159,0.820,11.578,2.313,0.630,0.787,1.557
DATA,68284,0.644,0.820,10.602,0.617,0.446,0.503,0.648
DATA,68304,0.682,0.820,5.541,0.484,0.296,0.292,0.335
DATA,68324,0.578,0.820,-2.690,0.848,0.257,0.206,0.227
DATA,68344,0.503,0.820,-0.130,1.108,0.224,0.159,0.171
DATA,68364,0.487,0.820,0.968,1.164,0.174,0.130,0.169
DATA,68384,0.496,0.820,1.639,1.134,0.114,0.109,0.169
DATA,68404,0.506,0.820,2.797,1.101,0.041,0.095,0.169
DATA,68424,0.569,0.820,4.261,0.880,-0.052,0.083,0.169
DATA,68444,0.610,0.820,5.297,0.734,-0.171,0.000,0.141
DATA,68464,0.703,0.820,6.334,0.410,-0.314,0.000,0.118
DATA,68484,0.796,0.820,7.919,0.083,-0.491,0.000,0.101
DATA,68504,0.984,0.820,9.200,-0.575,-0.706,0.000,0.088
DATA,68524,1.180,0.820,-0.983,-1.258,-0.913,-0.190,-1.030
DATA,68544,0.973,0.820,-0.495,-0.535,-0.976,-0.917,-0.537
DATA,68564,1.070,0.820,11.578,-0.874,-1.210,-0.397,-0.304
DATA,68584,1.597,0.820,-2.873,-2.720,-1.480,-0.282,-0.865
DATA,68604,1.033,0.820,-25.130,-0.745,-1.311,-1.335,-1.497
DATA,68624,0.612,0.820,-3.422,0.727,-1.240,-0.584,-0.549
DATA,68644,0.568,0.820,-2.751,0.883,-1.361,-1.547,-1.242
DATA,68664,0.455,0.820,-18.056,1.278,-1.173,-0.795,-0.998
DATA,68684,0.716,0.820,0.663,0.365,-1.123,-0.685,-0.604
DATA,68704,0.556,0.820,-20.251,0.925,-1.045,-1.402,-0.325
DATA,68724,0.346,0.820,-3.971,1.660,-0.944,-1.120,-2.101
DATA,68744,0.412,0.820,-4.703,1.427,-0.937,-0.496,-0.597
DATA,68764,0.367,0.820,-18.605,1.584,-0.779,-0.314,-0.383
DATA,68784,-0.150,0.820,-38.544,3.395,-0.354,-1.056,-0.708
DATA,68804,-0.702,0.820,-7.995,5.326,0.099,0.000,-0.888
DATA,68824,-0.536,0.820,5.480,4.747,0.168,0.000,0.000
